SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å),Reference
COc1ccc(OC)c(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c1,O,651,665,14,0.025,,,https://doi.org/10.1016/j.dyepig.2022.110735
COc1ccc(OC)c(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c1,O,494,512,18,,,,https://doi.org/10.1002/cmtd.202000068
COc1ccc2c(/C=C/C=C3C=C(c4ccccc4)OC(c4ccccc4)=C3)c3ccc(OC)cc3[o+]c2c1,CC#N,684,,,,96000,4.982271233,https://doi.org/10.1016/j.dyepig.2005.08.017
COc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=O)cc-3oc2c1,CCO,453,516,63,0.43,28500,4.45484486,https://doi.org/10.1016/j.dyepig.2022.110163
COc1cccc(OC)c1C1=C2C=CC(=[N+](C)C)C=C2P(=O)([O-])c2cc(N(C)C)ccc21,O,675,695,20,0.24,73200,4.864511081,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=[N+](C)C)C=C2P(=O)(C(C)(C)C)c2cc(N(C)C)ccc21,O,697,720,23,0.23,42000,4.62324929,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=[N+](C)C)C=C2P(=O)(c2ccccc2)c2cc(N(C)C)ccc21,O,705,733,28,0.13,93800,4.972202838,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=[N+](C)C)C=C2S(=O)(=O)c2cc(N(C)C)ccc21,O,710,752,42,0.07,129000,5.11058971,https://doi.org/10.1016/j.cclet.2018.12.012
COc1cccc(OC)c1C1=C2C=CC(=[N+]3[C@H]4CC[C@@H]3CC4)C=C2P(=O)(c2ccccc2)c2cc(N3[C@H]4CC[C@@H]3CC4)ccc21,O,704,733,29,0.21,53000,4.72427587,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=[N+]3CCC3)C=C2P(=O)(c2ccccc2)c2cc(N3CCC3)ccc21,O,708,734,26,0.14,89300,4.950851459,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=[N+]3CCCC3)C=C2P(=O)(c2ccccc2)c2cc(C)ccc21,O,706,737,31,0.16,56000,4.748188027,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=[N+]3CCCC3)C=C2P(=O)(c2ccccc2)c2cc(N(C)C)ccc21,O,706,737,31,0.16,56000,4.748188027,https://doi.org/10.1039/d0ob00189a
COc1cccc(OC)c1C1=C2C=CC(=[N+]3CCCC3)C=C2P(=O)(c2ccccc2)c2cc(N3CCCC3)ccc21,O,712,739,27,0.13,97500,4.989004616,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=O)C=C2P(=O)([O-])c2cc(N(C)C)ccc21,O,670,698,28,0.11,66100,4.820201459,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=O)C=C2P(=O)([O-])c2cc(O)ccc21,O,632,661,29,0.24,54500,4.736396502,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=O)C=C2P(=O)(c2ccccc2)c2cc(N(C)C)ccc21,O,638,662,24,0.21,55630,4.74530906,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=O)C=C2P(=O)(c2ccccc2)c2cc(O)ccc21,O,604,627,23,0.48,45740,4.66029616,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1C1=C2C=CC(=O)C3=C2B2c4c(cccc4C(C)(C)c4c(O)ccc1c42)C3(C)C,CC#N,524,660,136,0.004,11000,4.041392685,https://doi.org/10.1016/j.dyepig.2022.110735
COc1cccc(OC)c1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,C(Cl)Cl,565,586,21,0.86,87300,4.941014244,DOI: 10.1021/jo800902j
COc1cccc(OC)c1-c1c2ccc(=[N+]3CCN(C(=O)OC(C)(C)C)CC3)cc-2oc2cc(N3CCN(C(=O)OC(C)(C)C)CC3)ccc12,C(Cl)Cl,555,580,25,0.49,109300,5.038620162,DOI: 10.1021/jo800902j
COc1cccc(OC)c1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,CC#N,524,544,20,,99500,4.997823081,https://doi.org/10.1039/c9sc02314c
COc1ccccc1C1=C2C=CC(=[N+](C)C)C=C2S(=O)(=O)c2cc(N(C)C)ccc21,O,707,747,40,0.05,69000,4.838849091,https://doi.org/10.1016/j.cclet.2018.12.012
COc1ccccc1C1=C2C=CC(=[N+]3CCCC3)C=C2P(=O)(c2ccccc2)c2cc(C)ccc21,O,706,733,27,0.25,54000,4.73239376,https://doi.org/10.1016/j.dyepig.2022.110735
COc1ccccc1C1=C2C=CC(=[N+]3CCCC3)C=C2P(=O)(c2ccccc2)c2cc(N(C)C)ccc21,O,706,733,27,0.25,54000,4.73239376,https://doi.org/10.1039/d0ob00189a
COc1ccccc1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,C(Cl)Cl,566,585,19,0.92,118000,5.071882007,DOI: 10.1021/jo800902j
COc1ccccc1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,CCO,564,586,22,0.36,115600,5.062957834,DOI: 10.1021/jo800902j
COc1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,O,494,515,21,,,,https://doi.org/10.1002/cmtd.202000068
CON(OC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](OC)OC)C=CC1=C2c1cc(C)ccc1C,O,649,664,15,0.28,,,https://doi.org/10.1016/j.dyepig.2022.110735
CON(OC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](OC)OC)C=CC1=C2c1cc(N)ccc1C,O,650,669,19,0.0025,,,https://doi.org/10.1016/j.dyepig.2022.110735
CON(OC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](OC)OC)C=CC1=C2c1cc(N=[N+]=[N-])ccc1C,O,653,667,14,0.081,,,https://doi.org/10.1016/j.dyepig.2022.110735
CON(OC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](OC)OC)C=CC1=C2c1cc(-n2cc(C)nn2)ccc1C,O,655,669,14,0.19,,,https://doi.org/10.1016/j.dyepig.2022.110735
CON(OC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](OC)OC)C=CC1=C2c1ccc(C)cc1,O,647,666,19,0.09,,,https://doi.org/10.1016/j.dyepig.2022.110735
CON(OC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](OC)OC)C=CC1=C2c1ccccc1C,O,649,663,14,0.29,,,https://doi.org/10.1016/j.dyepig.2022.110735
Ic1ccc(-c2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,C(Cl)Cl,570,590,20,0.85,115400,5.062205809,DOI: 10.1021/jo800902j
Ic1ccc(-c2c3ccc(=[N+]4CCCCC4)cc-3oc3cc(N4CCCCC4)ccc23)cc1,CCO,568,592,24,0.28,70700,4.849419414,DOI: 10.1021/jo800902j
N#Cc1ccc2c(c1)oc1cc(=O)cc3oc4cc(O)ccc4c2c31,CS(=O)C,621,685,64,0.11,27000,4.431363764,https://doi.org/10.1021/acs.joc.1c02139
N#CNc1ccc2c(c1)Oc1c(cc3c4c1CCCN4CCC3)C21OC(=O)c2ccccc21,CCO,565,589,24,,84000,4.924279286,https://doi.org/10.1039/d2sc02448a
N#CNc1ccc2c(c1)Oc1cc(N3CCC3)ccc1C21OC(=O)c2ccccc21,CCO,554,583,29,,72000,4.857332496,https://doi.org/10.1039/d2sc02448a
N#CNc1ccc2c(c1)Oc1cc(NC#N)ccc1C21OC(=O)c2ccc(C(=O)O)cc21,CCO,569,597,28,,119000,5.075546961,https://doi.org/10.1039/d2sc02448a
N#CNc1ccc2c(c1)Oc1cc(NC#N)ccc1C21OC(=O)c2ccccc21,CCO,568,597,29,,111000,5.045322979,https://doi.org/10.1039/d2sc02448a
N=c1ccc2c(-c3ccccc3C(=O)O)c3ccc4cc(N)ccc4c3oc-2c1,O,534,628,94,,,,https://doi.org/10.1002/cmtd.202000068
Nc1ccc2c(-c3ccc(Br)cc3)c3ccc(=[NH2+])cc-3oc2c1,CCO,514,532,18,,51100,4.7084209,DOI: 10.1021/ol035327u
Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,O,497,523,26,0.85,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CC#N,500,523,23,0.95,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CCO,499,525,26,0.88,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CN(C)C=O,515,536,21,0.84,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[NH2+])cc-3oc2c1,CN(C)C=O,515,536,21,0.87,,,https://doi.org/10.1016/j.jlumin.2013.07.066
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[NH2+])cc-3oc2c1,CO,507,,,,,,https://doi.org/10.1016/j.jlumin.2003.12.041
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[NH2+])cc-3oc2c1,CCO,499,525,26,0.88,,,https://doi.org/10.1016/j.jlumin.2013.07.066
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[NH2+])cc-3oc2c1,O,496,523,27,0.73,86400,4.936513742,https://doi.org/10.1016/j.chempr.2021.11.023
Nc1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[NH2+])cc-3oc2c1,CC#N,500,523,23,0.95,,,https://doi.org/10.1016/j.jlumin.2013.07.066
Nc1ccc2cc3ccc(=[NH2+])cc-3oc2c1,O,496,514,18,0.92,81400,4.910624405,https://doi.org/10.1016/j.tetlet.2018.11.031
Nc1nc(OCc2ccc(CNC(=O)c3ccc(-c4c5cc(F)c(=O)cc-5oc5cc(O)c(F)cc45)c(C(=O)O)c3)cc2)c2[nH]cnc2n1,O,494,522,28,,,,https://doi.org/10.1002/cmtd.202000068
NCCSCCCSCCNCc1c2oc3cc(O)ccc3c(-c3ccccc3C(=O)O)c-2ccc1=O,O,495,516,21,,,,https://doi.org/10.1002/cmtd.202000068
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,CC1=CC=CC=C1,510,584,74,0.91,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,C(Cl)Cl,533,631,98,0.15,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,CN(C)C=O,535,635,100,0.12,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,CC#N,531,654,123,0.04,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,CCOC(=O)C,514,611,97,0.22,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,C1CCOC1,514,607,93,0.65,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,CCO,528,656,128,0.01,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=[N+]([O-])c1ccc2oc3ccccc3c3c2c1cn3C1CC1,CS(=O)C,544,666,122,0.04,,,https://doi.org/10.1016/j.dyepig.2021.109798
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(Cl)c(=O)c(Cl)c-2oc2c(Cl)c(O)c(Cl)cc12,O,537,553,16,0.628,54900,4.739572344,https://doi.org/10.1016/j.dyepig.2019.107635
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,548,566,18,0.018,,,doi/10.1021/ja00455a017
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,558,573,15,0.11,,,doi/10.1021/ja00455a017
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,556,571,15,0.08,,,doi/10.1021/ja00455a017
O=C([O-])c1ccc(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,O,574,603,29,0.64,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
O=C([O-])c1ccc(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,CCO,571,596,25,0.83,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
O=C([O-])c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)[O-])c1,O,574,603,29,0.6,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
O=C([O-])c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)[O-])c1,CCO,573,601,28,0.79,,,http://dx.doi.org/10.1016/j.jlumin.2016.07.031
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,577,603,26,1,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CN(C)C=O,580,608,28,1,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,575,604,29,0.99,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,564,593,29,0.98,,,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CO,522,542,20,0.6,,,doi/10.1021/ja00455a017
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,CCO,527,550,23,0.69,,,doi/10.1021/ja00455a017
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,O,515,538,23,0.2,,,doi/10.1021/ja00455a017
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CCO,532,551,19,0.08,,,doi/10.1021/ja00455a017
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,O,521,534,13,0.02,,,doi/10.1021/ja00455a017
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,CO,526,545,19,0.08,,,doi/10.1021/ja00455a017
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,CCO,500,525,25,0.95,96700,4.985426474,https://doi.org/10.1016/j.dyepig.2022.110163
O=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc2c(c1)Cc1ccccc1O2,CC1=CC=CC=C1,374,509,135,0.006,,,https://doi.org/10.1016/j.dyepig.2022.110901
O=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc2c(c1)Cc1ccccc1O2,CCOC(=O)C,373,576,203,0.007,,,https://doi.org/10.1016/j.dyepig.2022.110901
O=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc2c(c1)Cc1ccccc1O2,CCCCCC,371,448,77,0.005,,,https://doi.org/10.1016/j.dyepig.2022.110901
O=C(c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3)N1CCNCC1,O,589,610,21,,,,https://doi.org/10.1002/cmtd.202000068
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1ccc(O)cc1,C1CCOC1,465,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1ccc(O)cc1,CC(=O)C,481,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1ccc(O)cc1,CCO,454,528,74,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1ccc(O)cc1,CS(=O)C,481,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1ccc(O)cc1,CO,451,522,71,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1cccc(O)c1,CO,450,521,71,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1cccc(O)c1,CC(=O)C,463,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1cccc(O)c1,CCO,454,524,70,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1cccc(O)c1,C1CCOC1,465,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)N(C(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12)c1cccc(O)c1,CS(=O)C,472,,,,,,https://doi.org/10.1016/j.molliq.2016.12.047
O=C(O)c1c(F)c(F)c(F)c(F)c1-c1c2cc(F)c(=[N+]3CCC3)cc-2oc2cc(N3CCC3)c(F)cc12,O,574,594,20,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1c(F)c(F)c(F)c(F)c1-c1c2cc(F)c(=O)c(F)c-2oc2c(F)c(O)c(F)cc12,O,535,553,18,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1c(F)c(F)c(F)c(F)c1-c1c2cc(F)c(=O)cc-2oc2cc(O)c(F)cc12,O,508,527,19,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1c(F)c(F)c(F)c(F)c1-c1c2ccc(=[N+]3CCC3)cc-2oc2cc(N3CCC3)ccc12,O,571,590,19,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1c(F)c(F)c(F)c(F)c1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,O,508,527,19,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(C(=O)O)c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,O,581,605,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(C(=O)O)c(-c2c3cc(F)c(=O)c(F)c-3oc3c(F)c(O)c(F)cc23)c1,O,510,534,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(C(=O)O)c(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c1,O,492,516,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(C(=O)O)c(-c2c3ccc(=O)c(F)c-3oc3c(F)c(O)ccc23)c1,O,510,534,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c(C(=O)O)c1,O,580,604,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3cc(F)c(=O)c(F)c-3oc3c(F)c(O)c(F)cc23)c(C(=O)O)c1,O,510,534,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,O,492,517,25,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3ccc(=O)c(F)c-3oc3c(F)c(O)ccc23)c(C(=O)O)c1,O,510,534,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3ccc(=O)cc-3oc3c(F)c(O)c(F)cc23)c(C(=O)O)c1,O,502,521,19,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3ccc(=O)cc-3oc3c2cc(O)c2ccccc23)c(C(=O)O)c1,O,534,595,61,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3ccc(=O)cc-3oc3c2ccc2cc(O)ccc23)c(C(=O)O)c1,O,512,553,41,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3ccc(=O)cc-3oc3c2ccc2cccc(O)c23)c(C(=O)O)c1,O,527,600,73,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)c4ccccc4c23)c(C(=O)O)c1,O,508,531,23,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)c(C(=O)O)c1,O,492,516,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccc2c(c1)oc1cc(=O)cc3oc4cc(O)ccc4c2c31,CS(=O)C,575,608,33,0.52,39000,4.591064607,https://doi.org/10.1021/acs.joc.1c02139
O=C(O)c1ccccc1[C+]1c2ccc(-c3cc4sccc4s3)cc2OC2=CC(c3cc4sccc4s3)C=CC21,C(Cl)Cl,608,732,124,0.8,50000,4.698970004,https://doi.org/10.1016/j.dyepig.2022.110735
O=C(O)c1ccccc1-[c+]1c2ccc(-c3cc4sccc4s3)cc2oc2cc(-c3cc4sccc4s3)ccc21,C(Cl)Cl,608,732,124,0.08,50000,4.698970004,https://doi.org/10.1016/j.dyepig.2016.11.013
O=C(O)c1ccccc1[C+]1c2ccc(-c3cccs3)cc2OC2=CC(c3cccs3)C=CC21,C(Cl)Cl,569,619,50,0.8,74000,4.86923172,https://doi.org/10.1016/j.dyepig.2022.110735
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1c(=O)oc1cc(N(c5ccccc5)c5ccccc5)ccc21)CCC[N+]=4CCC3,CC1=CC=CC=C1,612,659,47,0.77,54600,4.737192643,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1c(=O)oc1cc(N(c5ccccc5)c5ccccc5)ccc21)CCC[N+]=4CCC3,CCCCCC,605,650,45,0.39,31300,4.495544338,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1c(=O)oc1cc(N(c5ccccc5)c5ccccc5)ccc21)CCC[N+]=4CCC3,CC(=O)C,601,642,41,0.54,39400,4.595496222,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1c(=O)oc1cc(N(c5ccccc5)c5ccccc5)ccc21)CCC[N+]=4CCC3,CO,599,641,42,0.55,40100,4.603144373,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1c(=O)oc1cc(N(c5ccccc5)c5ccccc5)ccc21)CCC[N+]=4CCC3,C(Cl)(Cl)Cl,614,668,54,0.62,50900,4.706717782,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1c(=O)oc1cc(N(c5ccccc5)c5ccccc5)ccc21)CCC[N+]=4CCC3,CS(=O)C,604,645,41,0.26,16200,4.209515015,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1c(=O)oc1cc(N(c5ccccc5)c5ccccc5)ccc21)CCC[N+]=4CCC3,CC#N,599,639,40,0.55,36000,4.556302501,https://doi.org/10.1016/j.dyepig.2016.11.010
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,574,599,25,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1cc(O)ccc21)CCC[N+]=4CCC3,O,572,623,51,,10400,4.017033339,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2cc(Cl)c(=O)cc-2oc2cc(O)c(Cl)cc12,O,490,529,39,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2cc(F)c(=[N+]3CCC3)cc-2oc2cc(N3CCC3)c(F)cc12,O,552,575,23,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2cc(F)c(=O)cc-2oc2cc(O)c(F)cc12,O,490,514,24,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2ccc(=[N+]3CCC3)cc-2oc2cc(N3CCC3)ccc12,O,549,571,22,,,,https://doi.org/10.1002/cmtd.202000068
O=C(O)c1ccccc1-c1c2ccc(=[N+]3CCC3)cc-2oc2cc(N3CCC3)ccc12,CCO,549,571,22,0.86,102500,5.010723865,https://doi.org/10.1021/acs.joc.1c02135
O=C(O)c1ccccc1-c1c2ccc(=[N+]3CCCC3)cc-2oc2cc(N3CCCC3)ccc12,CCO,545,567,22,0.75,76900,4.88592634,https://doi.org/10.1021/acs.joc.1c02135
O=C(O)c1ccccc1-c1c2ccc(=O)c(/C=N/Cc3ccccn3)c-2oc2cc(O)ccc12,O,470,520,50,,,,https://doi.org/10.1002/cmtd.202000068
