SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,CS(=O)C,491,627.0,,30000.0,136.0,4.4771,45.1,0.83,1.0,0.072,0.647
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,CO,509,624.0,,30000.0,115.0,4.4771,55.4,0.608,0.904,0.605,0.545
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,C1CCCCC1,484,562.0,,46000.0,78.0,4.6628,30.9,0.683,0.0,0.0,0.073
F[B-]1(F)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,419,510.0,0.7,,91.0,,45.6,0.645,0.974,0.044,0.286
CC(=O)[B-]1(C(C)=O)OC(c2ccc3ccccc3c2)=CC(c2ccc3ccccc3c2)=[O+]1,CC#N,420,505.0,0.56,,85.0,,45.6,0.645,0.974,0.044,0.286
CCOC(=O)C1=CN(c2ccccc2)C=C(C(=O)OCC)C1c1ccccc1,CO,366,426.0,0.44,4136.0,60.0,3.6166,55.4,0.608,0.904,0.605,0.545
CCOC(=O)C1=CN(c2ccccc2)C=CC1c1ccccc1,CO,348,442.0,0.05,11084.0,94.0,4.0447,55.4,0.608,0.904,0.605,0.545
CCOC(=O)C1=CN(c2ccccc2)C=C(C(=O)OCC)C1c1ccccc1,C1CCOC1,362,412.0,0.51,7372.0,50.0,3.8676,37.4,0.714,0.634,0.0,0.591
O=C1c2ccccc2NCN1Cc1ccccc1,CO,340,443.0,,3058.0,103.0,3.4854,55.4,0.608,0.904,0.605,0.545
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,C(Cl)(Cl)Cl,341,404.0,0.055,3000.0,63.0,3.4771,39.1,0.783,0.614,0.047,0.071
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,CC#N,360,420.0,,2731.0,60.0,3.4363,45.6,0.645,0.974,0.044,0.286
O=C1c2ccccc2NCN1Cc1ccccc1,CC#N,332,416.0,,2700.0,84.0,3.4314,45.6,0.645,0.974,0.044,0.286
CC(C)(C)C1Nc2c(Br)cc(Br)cc2C(=O)N1Cc1ccccc1,C(Cl)(Cl)Cl,359,415.0,,3920.0,56.0,3.5933,39.1,0.783,0.614,0.047,0.071
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,C1CCCCC1,339,393.0,0.08,2971.0,54.0,3.4729,30.9,0.683,0.0,0.0,0.073
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,CO,353,439.0,0.034,2919.0,86.0,3.4652,55.4,0.608,0.904,0.605,0.545
CC(C)(C)C1Nc2c(Br)cc(Br)cc2C(=O)N1Cc1ccccc1,CO,368,447.0,,3810.0,79.0,3.5809,55.4,0.608,0.904,0.605,0.545
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,CO,367,448.0,,3270.0,81.0,3.5145,55.4,0.608,0.904,0.605,0.545
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,C1CCCCC1,355,407.0,,2760.0,52.0,3.4409,30.9,0.683,0.0,0.0,0.073
CC(C)(C)C1Nc2c(Cl)cc(Cl)cc2C(=O)N1Cc1ccccc1,C(Cl)(Cl)Cl,357,415.0,,3720.0,58.0,3.5705,39.1,0.783,0.614,0.047,0.071
O=C1c2ccccc2NCN1Cc1ccccc1,C(Cl)(Cl)Cl,329,398.0,,3070.0,69.0,3.4871,39.1,0.783,0.614,0.047,0.071
CC(C)(C)C1Nc2ccccc2C(=O)N1Cc1ccccc1,CC#N,344,409.0,0.09,2906.0,65.0,3.4633,45.6,0.645,0.974,0.044,0.286
CC(C)(C)C1Nc2c(Br)cc(Br)cc2C(=O)N1Cc1ccccc1,CC#N,360,422.0,,3070.0,62.0,3.4871,45.6,0.645,0.974,0.044,0.286
O=C1c2ccccc2NCN1Cc1ccccc1,C1CCCCC1,329,395.0,,2880.0,66.0,3.4594,30.9,0.683,0.0,0.0,0.073
CCOC(=O)/C=C/C1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(/C=C/C(=O)OCC)C1,C(Cl)(Cl)Cl,384,488.0,0.19,24400.0,104.0,4.3874,39.1,0.783,0.614,0.047,0.071
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C(Cl)Cl,364,465.0,0.24,20300.0,101.0,4.3075,40.7,0.761,0.769,0.04,0.178
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C(Cl)(Cl)Cl,364,467.0,0.14,20800.0,103.0,4.3181,39.1,0.783,0.614,0.047,0.071
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CC1=CC=CC=C1,359,448.0,0.01,20300.0,89.0,4.3075,33.9,0.782,0.284,0.0,0.128
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C1COCCO1,356,451.0,0.02,22000.0,95.0,4.3424,36.0,0.737,0.312,0.0,0.444
COc1ccc(-c2oc(-c3ccc(OC)cc3)c3c2C=C(C=O)CC(C=O)=C3)cc1,C(Cl)(Cl)Cl,385,502.0,0.15,22700.0,117.0,4.356,39.1,0.783,0.614,0.047,0.071
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CN(C)C=O,364,468.0,0.16,20800.0,104.0,4.3181,43.2,0.759,0.977,0.031,0.613
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CCO,360,509.0,0.14,19300.0,149.0,4.2856,51.9,0.633,0.783,0.4,0.658
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CS(=O)C,364,478.0,0.25,20200.0,114.0,4.3054,45.1,0.83,1.0,0.072,0.647
C1=CSC(C=Cc2cccs2)(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C1,CC#N,445,621.0,0.66,,176.0,,45.6,0.645,0.974,0.044,0.286
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,C1CCOC1,363,576.0,0.157,,213.0,,37.4,0.714,0.634,0.0,0.591
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CS(=O)C,392,584.0,0.114,57300.0,192.0,4.7582,45.1,0.83,1.0,0.072,0.647
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CO,391,567.0,0.067,53000.0,176.0,4.7243,55.4,0.608,0.904,0.605,0.545
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CC#N,377,576.0,0.109,52400.0,199.0,4.7193,45.6,0.645,0.974,0.044,0.286
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,O,376,574.0,0.044,51800.0,198.0,4.7143,63.1,0.681,0.997,1.062,0.025
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CN(C)C=O,389,582.0,0.12,51500.0,193.0,4.7118,43.2,0.759,0.977,0.031,0.613
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CC(=O)C,386,580.0,0.103,54890.0,194.0,4.7395,42.2,0.651,0.907,0.0,0.475
CCN(CC)c1ccc(-c2nc3c(nc2-c2ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc2)c2ccccc2n3C)cc1,C1CCOC1,405,528.0,0.21,27200.0,123.0,4.4346,37.4,0.714,0.634,0.0,0.591
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CCO,513,705.0,0.008,,192.0,,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CC1=CC=CC=C1,506,596.0,0.55,,90.0,,33.9,0.782,0.284,0.0,0.128
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CCOC(=O)C,501,628.0,0.39,,127.0,,38.1,0.656,0.603,0.0,0.542
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CS(=O)C,523,715.0,0.03,,192.0,,45.1,0.83,1.0,0.072,0.647
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CC(=O)C,507,679.0,0.08,,172.0,,42.2,0.651,0.907,0.0,0.475
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,C(Cl)Cl,515,678.0,0.19,,163.0,,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,C(Cl)(Cl)Cl,517,671.0,0.2,,154.0,,39.1,0.783,0.614,0.047,0.071
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,C1COCCO1,496,611.0,0.56,,115.0,,36.0,0.737,0.312,0.0,0.444
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CN(C)C=O,516,704.0,0.036,,188.0,,43.2,0.759,0.977,0.031,0.613
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CC#N,508,709.0,0.023,,201.0,,45.6,0.645,0.974,0.044,0.286
CCCCCCCCn1c2cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2c2cc3c(cc21)c1ccc(/C=C/c2ccc(N(c4ccccc4)c4ccccc4)cc2)cc1n3CCCCCCCC,CC1=CC=CC=C1,416,473.0,0.62,229087.0,57.0,5.36,33.9,0.782,0.284,0.0,0.128
C1=CN2B(C=Cc3ccccc32)C(c2ccccc2)=C1,C1CCCCC1,316,379.0,0.0357,6233.0,63.0,3.7947,30.9,0.683,0.0,0.0,0.073
CCCCn1c2ccc(CCc3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)cc2c2nc3ccccc3nc21,C1CCOC1,435,545.0,0.63,,110.0,,37.4,0.714,0.634,0.0,0.591
CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(-c3ccc4c(c3)N(CCCC)c3cc(/C=C(\CN)C(=O)O)ccc3S4)cc2)S1,C1CCOC1,450,634.0,0.73,,184.0,,37.4,0.714,0.634,0.0,0.591
CCCCCCN1c2ccccc2Sc2cc(-c3ccc4c(c3)Sc3cc(/C=C5\SC(=S)N(CC(=O)O)C5=O)ccc3N4CCCCCC)ccc21,C(Cl)Cl,503,688.0,0.6,,185.0,,40.7,0.761,0.769,0.04,0.178
CC1=NN(c2cccc3ccccc23)[B-](F)(F)[n+]2ccccc21,C(Cl)Cl,432,538.0,0.07,,106.0,,40.7,0.761,0.769,0.04,0.178
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc3c(CN)ccc(CN)c3nc2-c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,CC1=CC=CC=C1,467,584.0,0.96,,117.0,,33.9,0.782,0.284,0.0,0.128
c1ccc2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2c1,CC1=CC=CC=C1,368,453.0,,27170.0,85.0,4.4341,33.9,0.782,0.284,0.0,0.128
CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C(\CN)C(=O)O)s2)c2nsnc2c1-c1ccc2c(c1)C(CC)(CC)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2,C1CCOC1,454,614.0,0.69,,160.0,,37.4,0.714,0.634,0.0,0.591
NC/C(=C\c1ccc(N(c2ccccc2)c2ccc(-c3cc4c5c(c3)CCCN5CCC4)cc2)cc1)C(=O)O,CCO,410,523.0,0.7,,113.0,,51.9,0.633,0.783,0.4,0.658
COc1ccc2cc(/C=C/c3nc(/C=C/c4ccc(N(C)C)cc4)cc(/C=C/c4ccc(N(C)C)cc4)n3)ccc2c1,C(Cl)Cl,418,536.0,0.52,52500.0,118.0,4.7202,40.7,0.761,0.769,0.04,0.178
CCCCCCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C(Cl)Cl,428,502.0,0.05,32400.0,74.0,4.5105,40.7,0.761,0.769,0.04,0.178
CCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,CC1=CC=CC=C1,428,488.0,0.07,28300.0,60.0,4.4518,33.9,0.782,0.284,0.0,0.128
CCCCCCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,428,495.0,0.05,32400.0,67.0,4.5105,37.4,0.714,0.634,0.0,0.591
CCCCCCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,CC1=CC=CC=C1,428,488.0,0.07,30600.0,60.0,4.4857,33.9,0.782,0.284,0.0,0.128
CCCCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,428,495.0,0.05,25000.0,67.0,4.3979,37.4,0.714,0.634,0.0,0.591
CCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,428,495.0,0.05,28500.0,67.0,4.4548,37.4,0.714,0.634,0.0,0.591
CCCCCCCCn1nnc(-c2ccc(CCc3ccc(CCc4ccc(-c5nnn(CCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C(Cl)Cl,428,502.0,0.04,30000.0,74.0,4.4771,40.7,0.761,0.769,0.04,0.178
O=C1c2ccccc2C2=Nc3cccc[n+]3[B-](F)(F)N12,C(Cl)Cl,361,413.0,0.33,24400.0,52.0,4.3874,40.7,0.761,0.769,0.04,0.178
[O-][n+]1c(/C=C/c2ccc(/C=C/c3ccccc3)cc2)nc(N2CCOCC2)c2c1CCCC2,C(Cl)Cl,406,531.0,0.04,10000.0,125.0,4.0,40.7,0.761,0.769,0.04,0.178
CCCCCCCC[NH+]1c2ccc(C(=O)[O-])cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2ccc(-c3ccc(-c4ccc5c(c4)Sc4cc(OC[C@@H](CC)CCCC)ccc4N5CCCCCC)s3)s2)[C@@H]1O,C1CCOC1,667,765.0,0.69,,98.0,,37.4,0.714,0.634,0.0,0.591
C1=Cc2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2C2(c3cc(N(c4ccccc4)c4cccc5ccccc45)ccc31)c1ccccc1-c1ccccc12,C(Cl)Cl,403,454.0,0.58,33000.0,51.0,4.5185,40.7,0.761,0.769,0.04,0.178
NCc1ccc2c(c1)C1(c3cc(CN)ccc3-2)c2ccccc2N(c2ccccc2)c2ccccc21,CC1=CC=CC=C1,330,492.0,0.47,,162.0,,33.9,0.782,0.284,0.0,0.128
CCCCn1c(-c2ccc(-c3ccc(/C=C(\CN)C(=O)O)s3)s2)nc2c3cccc4ccc5cccc(c5c43)c21,C1CCOC1,452,626.0,0.63,,174.0,,37.4,0.714,0.634,0.0,0.591
CCCCSC1=C(SCCCC)SC(=C(C(=C2SC(SCCCC)=C(SCCCC)S2)c2ccc(-c3ccc(C=C(CN)C(=O)O)s3)cc2)c2ccc(-c3ccc(C=C(CN)C(=O)O)s3)cc2)S1,C1CCOC1,447,611.0,0.7,,164.0,,37.4,0.714,0.634,0.0,0.591
CCCCCCC1(CCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc(-c6ccc7c(c6)C(CCCCCC)(CCCCCC)c6cc(-n8c9ccccc9c9ccccc98)ccc6-7)s5)c5nsnc45)s3)ccc2-c2ccc(-n3c4ccccc4c4ccccc43)cc21,C(Cl)Cl,513,611.0,0.39,,98.0,,40.7,0.761,0.769,0.04,0.178
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3nnc(-c4ccc(C=C(CN)C(=O)O)cc4)o3)cc2)cc1,C1CCOC1,388,494.0,0.74,,106.0,,37.4,0.714,0.634,0.0,0.591
CC(C)(C)c1ccc(N(c2ccc(-c3nnc(-c4ccc(C=C(CN)C(=O)O)cc4)o3)cc2)c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,385,540.0,0.7,,155.0,,37.4,0.714,0.634,0.0,0.591
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3nnc(-c4ccc(C=C(CN)C(=O)O)cc4)o3)cc2)cc1,C1CCOC1,385,533.0,0.7,,148.0,,37.4,0.714,0.634,0.0,0.591
CCc1ccc(N(c2ccc(CC)cc2)c2ccc(-c3nnc(-c4ccc(C=C(CN)C(=O)O)cc4)o3)cc2)cc1,C1CCOC1,385,537.0,0.71,,152.0,,37.4,0.714,0.634,0.0,0.591
NCC(=Cc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1)C(=O)O,C1CCOC1,377,536.0,0.71,,159.0,,37.4,0.714,0.634,0.0,0.591
O=C(Cc1ccccc1)OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCO,438,445.0,0.92,23988.0,7.0,4.38,51.9,0.633,0.783,0.4,0.658
CC1=CC(C)=[N+]2C1=Cc1ccc(/C=C/c3cccc4ccccc34)n1[B-]2(F)F,CO,567,583.0,,17640.0,16.0,4.2465,55.4,0.608,0.904,0.605,0.545
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/c4nc5ccc(/C=C/c6ccc(N(CCCC)CCCC)cc6)cc5n(CCC)c4=O)c(=O)n(CCC)c3c2)cc1,C(Cl)Cl,549,736.0,0.01,74300.0,187.0,4.871,40.7,0.761,0.769,0.04,0.178
CCCc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N4CCCCC4)ccc23)cc1,O,530,570.0,,18870.0,40.0,4.2758,63.1,0.681,0.997,1.062,0.025
CN(C)c1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N4CCCCC4)ccc23)cc1,O,535,575.0,,18690.0,40.0,4.2716,63.1,0.681,0.997,1.062,0.025
CC1(C)c2cc(C=C(CN)C(=O)O)ccc2-c2ccc(-c3ccc(-c4sc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5c4OCCO5)s3)cc21,C1CCOC1,454,546.0,0.56,,92.0,,37.4,0.714,0.634,0.0,0.591
CCCCCCCCN1c2ccccc2Oc2cc(-c3ccc(/C=C(\CN)C(=O)O)o3)ccc21,C(Cl)Cl,518,626.0,0.6,,108.0,,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C1COCCO1,466,513.0,0.097,42000.0,47.0,4.6232,36.0,0.737,0.312,0.0,0.444
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CO,473,537.0,0.035,32000.0,64.0,4.5051,55.4,0.608,0.904,0.605,0.545
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CC#N,473,539.0,0.18,42200.0,66.0,4.6253,45.6,0.645,0.974,0.044,0.286
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C(Cl)Cl,472,526.0,0.16,38000.0,54.0,4.5798,40.7,0.761,0.769,0.04,0.178
COc1ccc(C2=N/C(=C\c3ccccc3)C(=O)O2)cc1OC,C1COCCO1,378,447.0,0.02,37100.0,69.0,4.5694,36.0,0.737,0.312,0.0,0.444
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CN(C)C=O,482,547.0,0.2,35000.0,65.0,4.5441,43.2,0.759,0.977,0.031,0.613
CC(=O)Nc1ccc(C2=N/C(=C\c3ccc(CN)cc3)C(=O)O2)cc1,C1COCCO1,389,461.0,0.54,33000.0,72.0,4.5185,36.0,0.737,0.312,0.0,0.444
COC(=O)c1ccc(/C=C2\N=C(c3ccc(OC)c(OC)c3)OC2=O)cc1,C1COCCO1,391,474.0,0.348,40000.0,83.0,4.6021,36.0,0.737,0.312,0.0,0.444
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C1CCCCC1,456,476.0,0.045,41100.0,20.0,4.6138,30.9,0.683,0.0,0.0,0.073
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CC(=O)C,470,536.0,0.18,42500.0,66.0,4.6284,42.2,0.651,0.907,0.0,0.475
COc1ccc(C2=N/C(=C\c3ccc(CN)cc3)C(=O)O2)cc1OC,C1COCCO1,393,489.0,0.421,38100.0,96.0,4.5809,36.0,0.737,0.312,0.0,0.444
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,C(Cl)(Cl)Cl,472,518.0,0.11,38100.0,46.0,4.5809,39.1,0.783,0.614,0.047,0.071
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CCCCCC,443,472.0,0.045,41000.0,29.0,4.6128,31.0,0.616,0.0,0.0,0.056
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,CCO,470,537.0,0.038,32400.0,67.0,4.5105,51.9,0.633,0.783,0.4,0.658
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(N(c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc(N(c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)c6ccc(-n7c8ccc(C(C)(C)C)cc8c8cc(C(C)(C)C)ccc87)cc6)cc5)ccc3-4)cc2)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2)cc1,C(Cl)Cl,373,443.0,0.71,43652.0,70.0,4.64,40.7,0.761,0.769,0.04,0.178
Cn1cc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c2ccccc21,CC#N,440,557.0,0.43,17300.0,117.0,4.238,45.6,0.645,0.974,0.044,0.286
c1ccc(N(c2ccccc2)c2ccc(-c3cncs3)cc2)cc1,CO,346,446.0,0.53,49100.0,100.0,4.6911,55.4,0.608,0.904,0.605,0.545
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CC#N,365,480.0,0.041,31575.0,115.0,4.4993,45.6,0.645,0.974,0.044,0.286
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C(Cl)Cl,372,438.0,0.092,36056.0,66.0,4.557,40.7,0.761,0.769,0.04,0.178
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CC1=CC=CC=C1,373,430.0,0.116,35054.0,57.0,4.5447,33.9,0.782,0.284,0.0,0.128
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CS(=O)C,369,449.0,0.209,33752.0,80.0,4.5283,45.1,0.83,1.0,0.072,0.647
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CN(C)C=O,367,445.0,0.192,22024.0,78.0,4.3429,43.2,0.759,0.977,0.031,0.613
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CO,367,439.0,0.025,34006.0,72.0,4.5316,55.4,0.608,0.904,0.605,0.545
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CC(=O)C,365,458.0,0.055,35442.0,93.0,4.5495,42.2,0.651,0.907,0.0,0.475
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C(Cl)(Cl)Cl,378,441.0,0.036,34660.0,63.0,4.5398,39.1,0.783,0.614,0.047,0.071
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C1COCCO1,369,436.0,0.047,34358.0,67.0,4.536,36.0,0.737,0.312,0.0,0.444
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,C1CCOC1,368,437.0,0.037,34005.0,69.0,4.5315,37.4,0.714,0.634,0.0,0.591
O=C1/C(=C\c2ccc3oc4ccccc4c3c2)S(=O)(=O)c2ccccc21,CCOC(=O)C,366,429.0,0.048,37389.0,63.0,4.5727,38.1,0.656,0.603,0.0,0.542
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC#N,478,666.0,0.29,,188.0,,45.6,0.645,0.974,0.044,0.286
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCOC(=O)C,464,591.0,0.2,,127.0,,38.1,0.656,0.603,0.0,0.542
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CN(C)C=O,486,656.0,0.36,,170.0,,43.2,0.759,0.977,0.031,0.613
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1CCOC1,479,649.0,0.16,,170.0,,37.4,0.714,0.634,0.0,0.591
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C1CCCCC1,475,532.0,0.13,,57.0,,30.9,0.683,0.0,0.0,0.073
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(=O)C,474,650.0,0.31,,176.0,,42.2,0.651,0.907,0.0,0.475
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,C(Cl)Cl,484,635.0,0.36,,151.0,,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,CS(=O)C,496,676.0,0.4,,180.0,,45.1,0.83,1.0,0.072,0.647
