SMILES,Solvent,QY
CCC1=C(C)C2=C(c3c(C)cc(C)nc3-c3cccs3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,0.45
c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)o2)cc1,CC1=CC=CC=C1,0.36
c1ccc(-c2nc(-c3nc(-c4ccccc4)c(-c4ccccc4)o3)oc2-c2ccccc2)cc1,C1COCCO1,0.57
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)o4)cc3)oc2-c2ccccc2)cc1,C1COCCO1,0.63
c1ccc(-c2nc(-c3ccc(-c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)o5)cc4)cc3)oc2-c2ccccc2)cc1,C1COCCO1,0.74
Oc1ccccc1/C=N/N=C/c1ccccc1O,CCCCCC,0.0023
Oc1ccccc1/C=N/N=C/c1ccccc1O,CC#N,0.0007
Oc1ccccc1/C=N/N=C/c1ccccc1O,CCO,0.0006
Oc1ccccc1/C=N/N=C/c1ccccc1O,CO,0.0007
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2oc(-c3cccc(COC)c3)cc2CCCC)c1,C(Cl)(Cl)Cl,0.55
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4oc(-c5cccc(-c6oc(-c7cccc(COC)c7)cc6CCCC)c5)cc4CCCC)c3)o2)c1,C(Cl)(Cl)Cl,0.23
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4cc(CCCC)c(-c5cccc(-c6oc(-c7cccc(-c8oc(-c9cccc(-c%10oc(-c%11cccc(COC)c%11)cc%10CCCC)c9)cc8CCCC)c7)cc6CCCC)c5)o4)c3)o2)c1,C(Cl)(Cl)Cl,0.54
O=c1[nH]c2[n+](c3ccccc13)[B-](F)(F)Oc1ccccc1-2,CC1=CC=CC=C1,0.24
O=c1[nH]c2[n+](c3ccccc13)[B-](F)(F)Oc1ccccc1-2,CC#N,0.201
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2[nH]c(=O)c2ccccc21,CC1=CC=CC=C1,0.416
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2[nH]c(=O)c2ccccc21,CC#N,0.431
F[B-]1(F)Oc2ccccc2-c2nc(-c3ccccc3)c3ccccc3[n+]21,CC1=CC=CC=C1,0.013
F[B-]1(F)Oc2ccccc2-c2nc(-c3ccccc3)c3cc(Cl)ccc3[n+]21,CC1=CC=CC=C1,0.008
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2nc(-c2ccccc2)c2cc(Cl)ccc21,CC1=CC=CC=C1,0.001
F[B-]1(F)Oc2ccccc2-c2cnc3ccccc3[n+]21,CC1=CC=CC=C1,0.086
NCc1ccc(-n2cccc2)cc1,C1CCOC1,0.024
NCc1ccc(-n2cccc2)cc1,C(Cl)Cl,0.022
NCc1ccc(-n2cccc2)cc1,CC#N,0.024
Cn1cccc1-c1ccc(CN)cc1,CCCCCC,0.92
Cn1cccc1-c1ccc(CN)cc1,C1CCOC1,0.94
Cn1cccc1-c1ccc(CN)cc1,CC#N,0.51
Cn1cccc1-c1cc(CN)ccc1CN,CCCCCC,0.378
Cn1cccc1-c1cc(CN)ccc1CN,C1CCOC1,0.139
Cn1cccc1-c1cc(CN)ccc1CN,CC#N,0.024
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,CC1=CC=CC=C1,0.06
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,C1CCOC1,0.09
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,CC(=O)C,0.03
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,CC#N,0.03
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC1=CC=CC=C1,0.08
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,C1CCOC1,0.1
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC(=O)C,0.03
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC#N,0.03
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,CC1=CC=CC=C1,0.09
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,C1CCOC1,0.12
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,CC(=O)C,0.05
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,CC#N,0.05
O=C1c2ccccc2-c2cnccc21,CCCCCC,0.0004
O=C1c2ccccc2-c2cnccc21,CC#N,0.024
O=C1c2cc(F)ccc2-c2cnccc21,CCCCCC,0.0017
O=C1c2cc(F)ccc2-c2cnccc21,CC#N,0.015
Cc1ccc2c(c1)C(=O)c1ccncc1-2,CCCCCC,0.0032
Cc1ccc2c(c1)C(=O)c1ccncc1-2,CC#N,0.019
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3ccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(Br)n6[B-]5(F)F)C=C4Br)cc3)=[N+]21,C(Cl)(Cl)Cl,0.01
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3cccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(Br)n6[B-]5(F)F)C=C4Br)c3)=[N+]21,C(Cl)(Cl)Cl,0.28
c1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,0.88
Brc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(Br)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,0.42
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,0.94
Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,0.82
Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)c(C)cc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,0.78
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)c(C)c4)cc3)nc2c1,CN(C)C=O,0.86
Fc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,0.91
Fc1cc(-c2ccc(-c3nc4cc(Br)ccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3cc(Br)ccc3[nH]2)cc1,CN(C)C=O,0.48
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)c(F)c4)cc3)nc2c1,CN(C)C=O,0.98
c1ccc2c[n+]3ccccc3cc2c1,O,0.33
Fc1ccc2cc3cccc[n+]3cc2c1,O,0.34
Fc1cc(F)c2cc3cccc[n+]3cc2c1,O,0.3
Clc1ccc2cc3cccc[n+]3cc2c1,O,0.2
COc1ccc2cc3cccc[n+]3cc2c1,O,0.2
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCCCCC,0.0176
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CC1=CC=CC=C1,0.0078
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,C(Cl)Cl,0.0048
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CN(C)C=O,0.007
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CC#N,0.0055
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCO,0.0048
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CO,0.0045
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CC1=CC=CC=C1,0.0088
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,C(Cl)Cl,0.0054
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CN(C)C=O,0.0064
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CC#N,0.0068
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CCO,0.0045
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CO,0.0039
C[Si](C)(c1cccc2cc3ccccc3cc12)[Si](C)(C)c1cccc2cc3ccccc3cc12,C1CCCCC1,0.04
C[Si](C)(c1ccc2cc3ccccc3cc2c1)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,C1CCCCC1,0.18
C[Si](C)(c1c2ccccc2cc2ccccc12)[Si](C)(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,0.07
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC1=CC=CC=C1,0.068
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,C(Cl)Cl,0.109
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,C1CCOC1,0.066
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,C(Cl)(Cl)Cl,0.065
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CCOC(=O)C,0.068
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC(=O)C,0.053
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CO,0.061
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CCO,0.07
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC#N,0.052
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CN(C)C=O,0.077
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,C(Cl)(Cl)Cl,0.42
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CCCCCC,0.31
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CC1=CC=CC=C1,0.31
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,C1COCCO1,0.48
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CN(C)C=O,0.37
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CCO,0.2
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C(Cl)(Cl)Cl,0.14
COc1ccc(-c2oc(-c3ccc(OC)cc3)c3c2C=C(C=O)CC(C=O)=C3)cc1,C(Cl)(Cl)Cl,0.15
O=CC1=Cc2c(-c3ccc(-c4ccccc4)cc3)oc(-c3ccc(-c4ccccc4)cc3)c2C=C(C=O)C1,C(Cl)(Cl)Cl,0.32
CCOC(=O)/C=C/C1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(/C=C/C(=O)OCC)C1,C(Cl)(Cl)Cl,0.19
Cc1ccc(S(=O)(=O)/N=C/C2=Cc3c(-c4ccccc4)oc(-c4ccccc4)c3C=C(/C=N/S(=O)(=O)c3ccc(C)cc3)C2)cc1,C(Cl)(Cl)Cl,0.1
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CC1=CC=CC=C1,0.01
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C1COCCO1,0.02
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C(Cl)Cl,0.24
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CN(C)C=O,0.16
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CS(=O)C,0.25
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CCO,0.14
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCCCC1,0.72
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,0.65
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCO,0.81
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CO,0.62
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC1=CC=CC=C1,0.52
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C(Cl)(Cl)Cl,0.46
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,0.42
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,0.36
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(=O)C,0.3
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,0.25
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,0.21
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC1=CC=CC=C1,0.42
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C(Cl)(Cl)Cl,0.38
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.29
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,0.25
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(=O)C,0.25
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,0.19
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,0.17
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC1=CC=CC=C1,0.12
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C(Cl)(Cl)Cl,0.095
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,0.073
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,0.056
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(=O)C,0.053
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,0.032
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,0.039
CC1=[N+]2C(=C(c3ccc(CN)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC1=CC=CC=C1,0.076
CC1=[N+]2C(=C(c3ccc(CN)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C(Cl)(Cl)Cl,0.055
CC1=[N+]2C(=C(c3ccc(CN)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.038
CC1=[N+]2C(=C(c3ccc(CN)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,0.037
CC1=[N+]2C(=C(c3ccc(CN)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(=O)C,0.035
CC1=[N+]2C(=C(c3ccc(CN)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,0.026
CC1=[N+]2C(=C(c3ccc(CN)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,0.03
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.37
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C(Cl)(Cl)Cl,0.077
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.33
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC1=CC=CC=C1,0.32
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C(Cl)(Cl)Cl,0.11
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.35
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,O,0.035
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CO,0.047
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CC#N,0.034
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,C1COCCO1,0.06
Cc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,C(Cl)(Cl)Cl,0.275
Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,C(Cl)(Cl)Cl,0.188
F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3c3ccccc3[n+]21,C(Cl)(Cl)Cl,0.131
F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,C(Cl)(Cl)Cl,0.152
F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,C(Cl)(Cl)Cl,0.106
Nc1cccc2c1C(=O)c1ccccc1-2,CCO,0.068
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,0.76
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,0.75
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,0.74
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1=CC=CC=C1,0.77
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(=O)C,0.61
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(=O)C,0.53
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,0.47
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,0.56
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,0.46
c1ccc(CCc2nc(CCc3ccccc3)c(CCc3ccccc3)c(CCc3ccccc3)c2CCc2ccccc2)cc1,C(Cl)Cl,0.55
COc1ccc(CCc2nc(CCc3ccc(OC)cc3)c(CCc3ccc(OC)cc3)c(CCc3ccc(OC)cc3)c2CCc2ccc(OC)cc2)cc1,C(Cl)Cl,0.81
Fc1ccc(CCc2nc(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c2CCc2ccc(F)cc2)cc1,C(Cl)Cl,0.47
c1csc(CCc2nc(CCc3cccs3)c(CCc3cccs3)c(CCc3cccs3)c2CCc2cccs2)c1,C(Cl)Cl,0.48
COc1ccc(CCc2c(CCc3ccc(OC)cc3)c(CCc3ccc(OC)cc3)c(CCc3ccc(OC)cc3)c(CCc3ccc(OC)cc3)c2CCc2ccc(OC)cc2)cc1,C(Cl)Cl,0.55
CC(C)(C)c1ccc(CCc2c(CCc3ccc(C(C)(C)C)cc3)c(CCc3ccc(C(C)(C)C)cc3)c(CCc3ccc(C(C)(C)C)cc3)c(CCc3ccc(C(C)(C)C)cc3)c2CCc2ccc(C(C)(C)C)cc2)cc1,C(Cl)Cl,0.44
Fc1ccc(CCc2c(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c2CCc2ccc(F)cc2)cc1,C(Cl)Cl,0.25
c1csc(CCc2c(CCc3cccs3)c(CCc3cccs3)c(CCc3cccs3)c(CCc3cccs3)c2CCc2cccs2)c1,C(Cl)Cl,0.27
COc1ccc(CCc2cc(CCc3ccc(OC)cc3)c(CCc3ccc(OC)cc3)c(CCc3ccc(OC)cc3)c2CCc2ccc(OC)cc2)cc1,C(Cl)Cl,0.53
CC(C)(C)c1ccc(CCc2cc(CCc3ccc(C(C)(C)C)cc3)c(CCc3ccc(C(C)(C)C)cc3)c(CCc3ccc(C(C)(C)C)cc3)c2CCc2ccc(C(C)(C)C)cc2)cc1,C(Cl)Cl,0.41
Fc1ccc(CCc2cc(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c(CCc3ccc(F)cc3)c2CCc2ccc(F)cc2)cc1,C(Cl)Cl,0.43
c1csc(CCc2cc(CCc3cccs3)c(CCc3cccs3)c(CCc3cccs3)c2CCc2cccs2)c1,C(Cl)Cl,0.32
C1=C(c2ccccc2)C(c2ccccc2)C(c2ccccc2)=C1,C1CCOC1,0.248
C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,C1CCOC1,0.0137
O=P1(c2ccccc2)C2=C(c3ccccc31)C(c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CC1=CC=CC=C1,0.95
O=P1(c2ccccc2)C2=C(c3ccccc31)C(c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CO,0.4
CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC1=CC=CC=C1,0.76
CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC#N,0.65
CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CO,0.44
O=P1(c2ccccc2)C2=C(c3ccccc31)[Si](c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CC1=CC=CC=C1,0.86
O=P1(c2ccccc2)C2=C(c3ccccc31)[Si](c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CC#N,0.52
O=P1(c2ccccc2)C2=C(c3ccccc31)[Si](c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CO,0.17
C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC1=CC=CC=C1,0.94
C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC#N,0.65
C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CO,0.27
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,C1CCOC1,0.48
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,C1CCOC1,0.15
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(S(C)(=O)=O)n3)ccc21,C1CCOC1,0.61
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(CN)n3)ccc21,C1CCOC1,0.63
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccc(OC)cc4)n3)ccc21,C1CCOC1,0.45
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C1CCOC1,0.74
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,C1CCOC1,0.61
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,C1CCOC1,0.63
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,C1CCOC1,0.21
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(S(C)(=O)=O)n3)ccc21,C1CCOC1,0.74
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(CN)n3)ccc21,C1CCOC1,0.66
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C1CCOC1,0.25
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,C1CCOC1,0.25
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,CC1=CC=CC=C1,0.73
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,CCOC(=O)C,0.8
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C(Cl)Cl,0.75
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,CN(C)C=O,0.76
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,CC1=CC=CC=C1,0.35
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,CCOC(=O)C,0.39
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,C(Cl)Cl,0.31
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,CN(C)C=O,0.46
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,CC1=CC=CC=C1,0.68
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,CCOC(=O)C,0.76
