SMILES,Solvent,EM
COc1cc2c(cc1/C=C/C1=CC(=C(CN)CN)CC(C)(C)C1)c1ccccc1n2C,C1CCOC1,609
CN(C)c1ccc(C2=Nc3sc4cc(Br)ccc4[n+]3[B-](F)(F)O2)cc1,C(Cl)Cl,467
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,CC#N,594
CCCCCCCn1c2ccc(C=C(CN)C(=O)O)cc2c2ccc(/C=C\c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc6c7cc(C=C(CN)C(=O)O)ccc7n(CCCCCCC)c6c5)cc4)cc3)cc21,C(Cl)Cl,489
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,CN(C)C=O,652
CCCCCCOc1cc(/C=C/c2cc(OCCCCCC)c(/C=C/c3cc(OCCCCCC)c(C=O)cc3OCCCCCC)cc2OCCCCCC)c(OCCCCCC)cc1C=O,C(Cl)Cl,521
Cc1c(C)c2cc3cc4ccccc4cc3n2c2nc3ccccc3cc12,C(Cl)Cl,512
O=Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,C1CCOC1,446
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCCCCC,420
CCCNC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(=O)C,496
O=P1(c2ccccc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,CC1=CC=CC=C1,559
CN(C)c1ccc(C(=O)Nc2ccc(F)cc2)cc1,CC#N,492
COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,C1CCCCC1,553
CCCCn1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc2c(-c3ccc(-c4ccc(/C=C(/CN)C(=O)O)s4)s3)ccc(-c3ccc(-c4ccc(/C=C(\CN)C(=O)O)s4)s3)c21,C1CCOC1,572
Oc1ccc2ccccc2c1C1Nc2cccc3cccc(c23)N1,CC#N,540
Clc1cc(Cl)c(B2c3ccccc3Nc3ccccc32)c(Cl)c1,C(Cl)Cl,413
CN(C)CCCN1c2ccccc2CCc2ccccc21,CO,353
Cc1ccc(C2=[N+]3C(=Cc4ccc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,C1CCOC1,621
CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CCOC(=O)C,498
O=c1c(-c2ccccc2Cl)coc2cc(O)ccc12,O,469
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,CCO,616
Nc1ccc2c(c1)C(=O)N(C13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C2=O,C(Cl)Cl,444
CCCCCCCCOc1ccc(C2=C(c3ccc(OCCCCCCCC)cc3)C(C)(C)c3ccccc32)cc1,C1CCCCC1,390
COc1ccn2c3c(c(-c4ccc(Br)cc4)c2c1)CN(CCNC(=O)OC(C)(C)C)C3=O,C(Cl)Cl,476
COc1cc2cc(-c3ccc([N+](=O)[O-])cc3)c(-c3ccc([N+](=O)[O-])cc3)cc2cc1OC,C(Cl)Cl,578
c1ccc(-c2cc(-c3ccc(-c4nc(-c5ccccn5)c(-c5ccccn5)[nH]4)cc3)cc(-c3ccccn3)n2)nc1,C(Cl)Cl,444
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,O,468
CCOC(=O)c1c(-c2cc3ccc(OC)cc3oc2=O)nn(-c2ccccc2)c1C(=O)OCC,C(Cl)Cl,421
C[n+]1ccc(/C=C/c2cc[n+](C)cc2)cc1,CC#N,372
C[Si](C)(C)[Si](c1ccc([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)s1)([Si](C)(C)C)[Si](C)(C)C,C(Cl)Cl,355
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CN(C)C=O,415
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,CC1=CC=CC=C1,473
CC1(C)CC(/C=C/c2ccc(-n3cncn3)cc2)=CC(=C(CN)CN)C1,C1CCCCC1,511
CC(=O)c1c2c(cc3ccc(NCc4ccccc4)cc13)CCC2,C(Cl)Cl,482
CC1(CCCC(=O)O)/C(=C/C=C/c2cc(-c3ccccc3)[o+]c3cc4c(cc23)C(CS(=O)(=O)[O-])=CC(C)(C)N4CCCS(=O)(=O)[O-])N(CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CCO,694
COC(=O)/C=C/C=C/c1ccc(N(C)C)cc1,CC1=CC=CC=C1,424
CCCCCCc1ccc2c3c(ccc2c1)O[B-](c1ccccc1)(c1ccccc1)[N+](c1cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(c2ccccc2)c2ccccc2)cc([N+]2=Cc4c(ccc5cc(CCCCCC)ccc45)O[B-]2(c2ccccc2)c2ccccc2)c1)=C3,C1CCOC1,560
CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,C1CCCCC1,427
C=CCNc1ccc2c(ccc3oc4cc(=[N+](C)C)ccc-4nc32)c1,CC#N,654
COc1cc(N2CCCC2)c(OC)cc1/C=C/c1ccc(/C=C/c2ccnc(-c3cc(C)ccn3)c2)cc1,CC1=CC=CC=C1,571
COc1ccc2c(c1)C(C)(C)C1=[N+]2[B-](F)(F)n2cccc2-c2c1cc1n2CC=C1,O,563
CCOC(=O)/C(CN)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,C1COCCO1,590
CCCCC(CC)COc1ccc(-n2c3ccccc3c3cc(-c4ccc(-c5ccc(C=C(CN)C(=O)O)s5)c5nsnc45)ccc32)cc1,C1CCOC1,595
COC(=O)c1c2ccccc2nc2ccccc12,C(Cl)(Cl)Cl,428
COc1cc(OC)cc(C2=C3C(C)=C(I)C(/C=C/c4ccsc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccsc4)c(I)c(C)c32)c1,C(Cl)Cl,682
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(C=C(CN)C(=O)O)s5)ccc43)cc21,CCO,528
CN(C)c1ccc2nc(/C=C/c3ccccc3)c(=O)oc2c1,CC#N,567
CC(C)(C)NC(=O)C(OC(=O)c1ccccc1)c1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1F,C1CCOC1,526
C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2s1,C1CCCCC1,390
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC1=CC=CC=C1,498
CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,C(Cl)Cl,655
COc1ccc(/C(=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)CN)cc1,C1CCOC1,492
CCOC(=O)c1cc(C(=O)OCC)c2ccc(OC)cc2n1,CCO,451
C/C(=N\Nc1ccc(CN)cc1)c1ccccn1,CO,482
O=C1c2ccccc2-c2ccc(Nc3nc(Cl)nc(Cl)n3)c3cccc1c23,CC#N,527
CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C(F)(F)F)cc3)ccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc(-c5ccc(C(F)(F)F)cc5)ccc3-4)cc21,C(Cl)(Cl)Cl,445
CC1=CC(C)=[N+]2C1=Cc1c3ccccc3c(CCc3ccccc3)n1[B-]2(F)F,C(Cl)Cl,629
CCNc1ccc2c(-c3cccc(OC)c3)c3ccc(=[NH2+])cc-3oc2c1,O,540
CC(=O)c1ccc2c(c1)C(C)(C)c1cc(N(C)CCCc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)nc3N)ccc1-2,CS(=O)C,491
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,C1COCCO1,480
CCCCCCCCCCCCOc1ccc(/C=N/c2ccc3[nH]c(OCCCCCC)nc3c2)c(O)c1,C(Cl)(Cl)Cl,508
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)Cc3ccccc3)cc2)cc1,CS(=O)C,560
Cc1cc(C(F)(F)F)nc2c1ccc1nc(-c3ccc(Cl)cc3)cn12,CO,459
COc1ccc(-c2ccc(-c3ccc(CN)s3)s2)cc1,CC#N,476
COc1ccc(N(c2ccc(/C=C(\C)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,CC1=CC=CC=C1,448
CC1(C)c2ccccc2N2c3ccccc3C3(c4cc(CN)ccc4-c4ccc(CN)cc43)c3cccc1c32,CC1=CC=CC=C1,485
Cc1cc2c(ccc3c[n+](C)c(C)cc32)c[n+]1C,CC#N,419
Cc1cc(=O)oc2ccc3ccc(-c4cn(Cc5ccccc5)nn4)cc3c12,CCO,420
Cc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(C)c5)c(-c5cccc(C)c5)n4[B-](F)(F)[N+]3=C2c2cccc(C)c2)c1,C(Cl)Cl,627
COc1cccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=O)oc12,C(Cl)(Cl)Cl,377
CCCCCCCCCCCn1cccc1C1=[N+]2C(=Cc3c(C)cc(C)n3[B-]2(F)F)c2ccccc21,CCCCCC,605
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(CN)cc3)nc2c1,CC1=CC=CC=C1,342
COc1cc(/C=C/C2=CC(/C=C/c3ccc(O)c(OC)c3)=[O+][B-](F)(F)O2)ccc1O,CCO,587
O=S1(=O)C(c2cccs2)=C(c2cccs2)c2ccccc21,C1CCOC1,432
COC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2,C(Cl)Cl,488
CCN(CC)c1ccc2cc(-c3oc4ccccc4c(=O)c3OC)oc2c1,C(Cl)Cl,539
COc1cc(OC)cc(-c2ccc(-c3ccc(CN)s3)s2)c1,CCO,443
CCCCN(CCCC)c1cc(OC)c(/C=C/c2ccnc(-c3cc(C)ccn3)c2)cc1OC,CC1=CC=CC=C1,476
c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,CCCCCC,487
CCOC(=O)c1ccc2nc(/N=N/c3ccc(N(CC)CC)cc3)sc2c1,C(Cl)Cl,571
CC1=N/C(=C\c2ccc(N(C)C)cc2)C(=O)N1C,C1CCCCC1,437
CC1=N/C(=C\c2ccc(N(C)C)cc2)C(=O)N1C,O,520
CCOC(=O)c1ccccc1N1CCC1,C(Cl)Cl,420
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CC#N,529
O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,C1CCCCC1,348
CCCCCCCN1C(=CC2=C([O-])C(=CC3=[N+](CCCCCCC)c4ccccc4C3(C)C)C2=C(CN)CN)Sc2ccccc21,C(Cl)(Cl)Cl,709
CCC1=C(C)C2=C(C)c3c(I)c(I)cn3[B-](F)(F)[N+]2=C1C,CO,534
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(F)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(F)cc4)c(OC)cc23)C1=O,C(Cl)Cl,525
NC/C(=C\c1ccc(-c2ccc(-c3cc4c5ccccc5n5c6ccccc6c(c3)c45)cc2)cc1)C(=O)O,C(Cl)Cl,553
NCc1c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(CN)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c(-n2c3ccc(Br)cc3c3cc(Br)ccc32)c1-n1c2ccc(Br)cc2c2cc(Br)ccc21,CC1=CC=CC=C1,521
CC1CC(C)(C)N(C)c2ccc(-c3ccc(C=C(CN)C(=O)O)s3)cc21,CCO,594
CCN(CC)c1ccc2c(c1)C(C)(C)c1cc(-c3oc4ccccc4c(=O)c3OC)ccc1-2,CC1=CC=CC=C1,480
COc1ccccc1-c1c2c(n3ccc(C(C)=O)cc13)C(=O)N(CCNC(=O)OC(C)(C)C)C2,C(Cl)Cl,503
CSc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,CN(C)C=O,497
CCCCCCCCN1c2ccc(C=O)cc2Sc2cc(CCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc21,C(Cl)(Cl)Cl,529
NCc1ccccc1N1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21,CC1=CC=CC=C1,441
CCC1(CC)c2ccc(/C=C/C3=C(Sc4ccccc4)C(=C(CN)CN)OC3(C)C)cc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,C(Cl)(Cl)Cl,718
COc1ccc(CCc2ccc(CN)cc2)cc1OC,CS(=O)C,462
O=[N+]([O-])c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,CS(=O)C,549
c1ccc(/C(=C(\c2ccccc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)c2cc(-c3ccc(-c4ccccc4)cc3)ccc2-c2ccc(-c3ccccc3)cc2)cc1,C1CCOC1,496
CN(C)c1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,498
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/C=C/C=C1\N(CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc2C1(C)CCCC(=O)O)CCC3,CCO,824
O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(c2ccc(/C=C3\N=C(c4ccccc4)OC3=O)cc2)c2ccc(/C=C3/N=C(c4ccccc4)OC3=O)cc2)cc1,CC1=CC=CC=C1,542
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(C(F)(F)F)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(C(F)(F)F)cc4)c(OC)cc23)C1=O,C(Cl)Cl,522
CC1(C)OC(=C(CN)CN)C(S(=O)(=O)c2ccccc2)=C1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC(=O)C,741
Cn1nc2ccc([N+](=O)[O-])cc2c1-c1cc2ccccc2s1,C(Cl)Cl,554
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,CC1=CC=CC=C1,500
COc1cc2cc(-c3cc4cc(OC)c(OC)cc4oc3=O)oc2cc1OC,CC#N,493
CN(C)c1ccc(C(=O)c2ccccc2)cc1,CO,480
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(CCc2ccc(-c3ccc(CCc4ccc(C=C(CN)C(=O)O)cc4)s3)s2)cc1,C(Cl)Cl,540
COc1ccc(CCc2ccc(CCc3ccc(P(=O)(c4ccc(CCc5ccc(CCc6ccc(OC)cc6)cc5)cc4)c4ccc(CCc5ccc(CCc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,C1CCCCC1,366
COc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(OC)c5)c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]3=C2c2cccc(OC)c2)c1,C(Cl)Cl,632
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,C1CCCCC1,462
Cc1ccc(C)n1-c1cccc(CN)c1,C1CCOC1,481
Cc1ccc(S(=O)(=O)/N=c2/cc3cc(C)ccc3cn2-c2ccccc2)cc1,CC#N,536
CC1=[N+]2C(=C(NC(C)c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,640
Cc1ccccc1-c1c2cccc3c(-c4ccc(C(C)(C)C)cc4)cc4c(-c5ccccc5C)c5cccc6c(-c7ccc(C(C)(C)C)cc7)cc1c(c65)c4c32,C(Cl)Cl,455
CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(CN)CN)c(=O)oc2c1,CS(=O)C,555
O=[N+]([O-])c1ccc(CCc2ccc(-c3ccc(CCc4ccc([N+](=O)[O-])cc4)s3)s2)cc1,C(Cl)(Cl)Cl,634
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CC)(CC)c3cc(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc3-4)cc21,CC1=CC=CC=C1,461
CC1(C)Cc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)C5)O1,C1COCCO1,498
O=C([O-])c1ccc(C(=O)[O-])c(C2=c3cc4c5c(c3Oc3c2cc2c6c3CCCN6CCC2)CCC[N+]=5CCC4)c1,O,603
CCOc1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)c3nsnc23)cc1,CC1=CC=CC=C1,549
COc1cc(OC)cc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(/C=C/c4ccsc4)c(I)c(C)c32)c1,CS(=O)C,621
NC/C(=C\c1ccncc1)c1nc(-c2ccccc2)cs1,CC1=CC=CC=C1,463
COc1ccc(/C=C(\C)c2nc3ccccc3s2)cc1,C1CCCCC1,400
COc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)cc3)=C2c2ccccc2)cc1,CC(=O)C,549
CCOC(=O)c1c(NC(C)(C)C)oc(-c2ccc(-c3ccccc3)cc2)c1C(=O)OCC,CC#N,448
CCCCCCc1ccc(-n2c3[n+](c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(-n4c5ccccc5c5ccccc54)ccc2-3)cc1,C(Cl)Cl,408
CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,CCCCCC,416
O=[N+]([O-])c1cc(Cl)ccc1C1=CC2=C(c3ccccc3)c3cc(-c4ccc(Cl)cc4[N+](=O)[O-])cn3[B-](F)(F)[N+]2=C1,C(Cl)Cl,586
COc1cc2[nH]c3c(c2cc1OC)CCCC3=O,CS(=O)C,414
CCn1c2ccccc2c2cc(CCc3cc(CCc4ccc5c(c4)c4ccccc4n5CC)nc(CN)n3)ccc21,C(Cl)Cl,510
Fc1c(-n2c3ccccc3c3ccccc32)c(-c2nnc(-c3ccccc3)o2)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21,CC1=CC=CC=C1,483
Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,403
CCCCCCCCCCCCn1cccc1/C=C/c1ccc(OCCCC)c2c(/C=C/c3cccn3CCCCCCCCCCCC)ccc(OCCCC)c12,CC1=CC=CC=C1,490
COc1ccc2c(c1)oc1c3cccc4c3c(cc21)C(=O)N(c1c(C)cccc1C)C4=O,CC#N,530
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)o1,CC1=CC=CC=C1,547
Cc1cc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)cc1Cl,CO,496
CCN(CC)c1ccc(/C=N/c2cc3nc4ccccc4nc3cc2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,CN(C)C=O,599
O=c1oc2ccccc2cc1-c1nc2ccccc2o1,CC1=CC=CC=C1,438
Cc1ccc(C(=O)Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)cc1,CS(=O)C,562
CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,CN(C)C=O,500
NCC(CN)=C(/C=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(CN)CN)c3ccccc3)cc2)cc1)c1ccccc1,CN(C)C=O,653
F[B-]1(F)OC(c2ccccc2)=Cc2cc(Cl)nc[n+]21,CCCCCC,423
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)s1,C1CCOC1,601
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,CC#N,541
CCC1=C(C)C2=C(C)c3cccn3[B-](F)(F)[N+]2=C1C,C1CCCCC1,515
Cc1cc(C)c(B2c3cc(C(C)(C)C)cc4ccc5c6ccccc6c6cc(C(C)(C)C)cc2c6c5c34)c(C)c1,C1CCCCC1,433
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(Oc4ccccc4)cc3)sc12,CC#N,469
CCN(CCCN(C)C)c1ccc2c(-c3ccc4ccccc4c3)c3ccc(=[NH2+])cc-3oc2c1,O,560
Cc1ccccc1/C(=C/c1ccc(N(C)C)cc1)CN,CCOC(=O)C,490
CC(C)[Si](CCc1c2ccccc2c(CC[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(ccc4ccccc43)nc12)(C(C)C)C(C)C,CCCCCC,553
Cn1c2ccccc2c2c(-c3ccccc3Br)c3oc4ccccc4c3cc21,CCO,413
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,CS(=O)C,680
CC1=C(c2cccs2)C(C)=[N+]2C1=C(c1ccc(O)cc1)c1c(C)c(-c3cccs3)c(C)n1[B-]2(F)F,CC1=CC=CC=C1,604
COc1cc2c3c(c4cc(OC)c(OC)c(OC)c4c2c(OC)c1OC)=[N+]1C(=C(c2c(C)cc(C)cc2C)c2cc4c5cc(OC)c(OC)c(OC)c5c5c(OC)c(OC)c(OC)cc5c4n2[B-]1(F)F)C=3,C(Cl)Cl,771
COc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,449
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(-c4ccccc4OC)n3[B-]2(F)F)c2ccccc21,C(Cl)Cl,652
CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(=O)C,669
CC(C)(C)NC(=O)c1cc2ccccc2c2ccc3c4ccccc4c4ccccc4c3c12,C(Cl)Cl,419
CCCCN(CCCC)c1ccc2nc3c4ccccc4c(=O)c(-c4ccccc4)c-3oc2c1,C(Cl)Cl,625
COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,453
F[Si](c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,416
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cccnc3Cl)cc2)cc1,CS(=O)C,563
OCc1cc(/N=N\c2ccc(CCc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,CS(=O)C,435
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)C)cc3)nc2c1)NC(=O)OC(C)(C)C,C(Cl)Cl,388
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)c(Cl)cc3Cl)cc2)cc1,CS(=O)C,564
CCCCc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,377
CCCCc1coc2cc(O)c(OC)cc2c1=O,O,447
CC(C)(C)c1ccc(C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)S(=O)(=O)c3c2sc(-c2ccc(N(c4ccccc4)c4ccccc4)cc2)c3-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,591
Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-c3ccccc3)cc2)n1,C(Cl)(Cl)Cl,423
CC1=N/C(=C\c2ccncc2)C(=O)N1C,O,464
Cc1ccc(-n2c3ccccc3c3cc(C(=C(CN)CN)c4ccccc4)ccc32)cc1,CCOC(=O)C,540
CCOC(=O)c1cc2cc3c(cc2oc1=O)N(CCCC(=O)O)C(C)(C)CC3C,O,484
NC/C(=C\C=C\c1ccccc1)c1ccc([N+](=O)[O-])cc1,C1CCOC1,486
COc1cc(/C=C2/SC(=O)NC2=O)cc(OC)c1O,CC#N,450
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NCC(=O)OC)c4ccccc4c3nc-2cc1C,CCO,644
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,C1CCCCC1,447
COC(=O)C(Cc1ccc2oc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)nc2c1)NC(=O)OC(C)(C)C,C(Cl)Cl,382
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,CCOC(=O)C,415
O=C(NCc1ccccc1)c1sc(-c2ccc(-c3cc(C4CC4)c(C(=O)NCc4ccccc4)s3)s2)cc1C1CC1,C(Cl)Cl,448
Cc1ccc2c(c1)nnn2-c1c(CN)c2c(N)ncnc2n1[C@H]1C[C@H](O)[C@@H](CO)O1,CO,419
CCN(CC)c1ccc(-c2ccc(-c3nc(N4CCOCC4)c4ccccc4n3)s2)cc1,CC#N,544
CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(=O)C,670
NC/C(=N/Nc1ccc(CN)cc1)c1nc(-c2ccccc2)cs1,CCO,486
COC1=NC2(C(CN)=C(N)Oc3ccccc32)C(c2ccc(-c3ccc(N(C)C)cc3)s2)=C1CN,C1CCOC1,586
Cc1ccc(C2=C3C=CC(CCc4ccccc4)=[N+]3[B-](F)(F)n3c(CCc4ccccc4)ccc32)cc1,C1CCCCC1,626
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,575
COc1ccc(/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,C(Cl)(Cl)Cl,440
COc1cc2c(cc1-c1ccc(N(c3ccccc3)c3ccccc3)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(N(c5ccccc5)c5ccccc5)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,563
CN(C)c1nc(N)c2nc(CN)n(Cc3ccccc3)c2n1,CC#N,396
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C=O,422
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CC(=O)C,679
COC(=O)c1ccc(O)c(-c2[nH]c(=O)n3c2-c2ccccc2C3=O)c1,CO,491
COC(=O)c1nc(-c2ccccc2)oc1C,CCO,324
Cc1ccc(S(=O)(=O)/N=c2/cc3ccccc3cn2-c2ccc(Cl)cc2C)cc1,CC#N,530
Cc1cccc(NC(=O)c2ccc(N(C)C)cc2)c1,CC#N,502
Nc1cccc2cccc(N)c12,CC#N,413
Cc1ccc(-c2cc(C)[o+]c(C)c2)cc1,C(Cl)Cl,417
