SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CO,515,,,38300,,4.583198774,55.4,0.608,0.904,0.605,0.545
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,O,543,705,0.0031,33300,162,4.522444234,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CC)[n+]2ccc(C)cc2)Sc2ccccc21,CO,617,640,0.084,115678,23,5.063250771,55.4,0.608,0.904,0.605,0.545
CCCCCCCCCCCCN1C(=O)C(=CC=Cc2ccco2)C(C)=C(C#N)C1=O,C(Cl)(Cl)Cl,459,,,,,,39.1,0.783,0.614,0.047,0.071
CC1(C)C(/C=C/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,650,670,0.13,114000,20,5.056904851,55.4,0.608,0.904,0.605,0.545
CCN1C=CC(=CC=Cc2cc[n+](CC)c3ccccc23)c2ccccc21,C(Cl)Cl,713,732,0.02,,19,,40.7,0.761,0.769,0.04,0.178
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3cccc4cccc2c34)C(C)(C)c2ccccc21,CO,610,,,23400,,4.369215857,55.4,0.608,0.904,0.605,0.545
CC1(C)C2=C(C=C/C=C\C=C(C#N)C#N)CCCN2c2ccccc21,C(Cl)Cl,671,695,,,24,,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,C(Cl)Cl,808,827,,,19,,40.7,0.761,0.769,0.04,0.178
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccc(C)cc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(C)cc2C1(C)C,O,758,793,0.0464,149000,35,5.173186268,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,653,667,0.117,262000,14,5.418301291,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,O,631,647,0.014,67000,16,4.826074803,63.1,0.681,0.997,1.062,0.025
CCCC[N+]1=C(/C=C2/N(c3ccc(CCC)cc3)c3ccc(Br)cc3C2(C)C)c2cccc3cccc1c23,CO,567,,,33600,,4.526339277,55.4,0.608,0.904,0.605,0.545
CC[N+](CC)(CC)CCCN1C=C/C(=C\c2sc3ccccc3[n+]2CC(C)O)c2ccccc21,CO,511,,,85000,,4.929418926,55.4,0.608,0.904,0.605,0.545
C(=Cc1cc[n+](CCCCCCCCCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,467,691,,43300,224,4.636487896,43.2,0.759,0.977,0.031,0.613
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,625,755,,,130,,63.1,0.681,0.997,1.062,0.025
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCCCCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,445,485,,,40,,43.2,0.759,0.977,0.031,0.613
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccc(I)cc3C2(C)C)C(C)(C)c2cc(I)ccc21,O,749,780,0.054,160000,31,5.204119983,63.1,0.681,0.997,1.062,0.025
CC[N+](CC)(CC)CC[n+]1c(/C=C2\C=CN(C)c3ccccc32)sc2ccccc21,CO,505,,,67700,,4.830588669,55.4,0.608,0.904,0.605,0.545
Cn1c(-c2ccco2)nn2c(/C(c3ccc(F)cc3)=c3/c4ccccc4c4n3nc(-c3ccco3)[n+]4C)c3ccccc3c12,CC#N,585,,,57543,,4.7599925,45.6,0.645,0.974,0.044,0.286
Cc1ccc2c(c1)N(C)/C(=C/C=C/c1sc3ccccc3[n+]1C)S2,CS(=O)C,566,588,0.17,100000,22,5,45.1,0.83,1,0.072,0.647
CN1CCN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)CC1,C(Cl)(Cl)Cl,619,728,0.015,24700,109,4.392696953,39.1,0.783,0.614,0.047,0.071
COC(=O)CCCCCCCCC[N+]1=C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21,O,777,797,0.064,138000,20,5.139879086,63.1,0.681,0.997,1.062,0.025
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCN,CN(C)C=O,445,,,,,,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C=C2/N(CCCCCC(=O)O)c3ccccc3C2(C)C)=Nc2ccccc21,O,540,567,0.06,,26,,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,CC(=O)C,830,,,,,,42.2,0.651,0.907,0,0.475
CCN1C(=CC=Cc2n(CC)c3ccc(C#N)cc3[n+]2CCCCS(=O)(=O)[O-])N(CCCCS(=O)(=O)O)c2cc(C#N)ccc21,O,514,,,,,,63.1,0.681,0.997,1.062,0.025
CCN1C(=O)C(=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CCO,492,,,112700,,5.051923916,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C=C/C=C2/N(CCCCN3C(=O)c4ccccc4C3=O)c3ccccc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(Cc3ccccc3)cc21,O,669,677,,,8,,63.1,0.681,0.997,1.062,0.025
Cn1c(-c2ccc(F)cc2)nn2c(/C(c3ccc(F)cc3)=c3/c4ccccc4c4n3nc(-c3ccc(F)cc3)[n+]4C)c3ccccc3c12,CC#N,581,,,45708,,4.659992219,45.6,0.645,0.974,0.044,0.286
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,CN(C)C=O,566,589,,,23,,43.2,0.759,0.977,0.031,0.613
CCN(CC)c1ccc2c(c1)Oc1c(ccc3cc(OC(=O)c4ccccc4SSc4ccccn4)ccc13)C21OC(=O)c2ccccc21,O,580,635,,,55,,63.1,0.681,0.997,1.062,0.025
CN1C=C/C(=C\c2sc3ccccc3[n+]2C)c2ccccc21,CO,507,,,71000,,4.851258349,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C\C=C\C=C\C2=[N+](CC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CN(C)C=O,686,705,,,19,,43.2,0.759,0.977,0.031,0.613
CN(C)c1ccc2c(c1)O/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)C=C2C(F)(F)F,O,700,760,0.014,32860,60,4.516667559,63.1,0.681,0.997,1.062,0.025
CCCCc1ccc2c(c1)C(C)(C)C(/C=C1\C(=O)C(=O)C(/C=C3/Nc4ccc(CCCC)cc4C3(C)C)=C1[O-])=[NH+]2,CCO,642,775,,170000,133,5.230448921,51.9,0.633,0.783,0.4,0.658
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Nc2ccc3c(c2)OCCOCCOCCOCCO3)C(C)(C)c2ccccc21,CC(=O)C,780,799,0.0302,13182,19,4.119981307,42.2,0.651,0.907,0,0.475
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccccc2)C(C)(C)c2ccccc21,C(Cl)Cl,765,792,0.33,333000,27,5.522444234,40.7,0.761,0.769,0.04,0.178
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C(Cl)Cl,785,817,,,32,,40.7,0.761,0.769,0.04,0.178
CCN1C(=O)C(=C/C=C\C=C\C2C(=O)N(CC)C(=S)N(CC)C2=O)C(=O)N(CC)C1=S,CN(C)C=O,667,679,,,12,,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(C(=O)NCCCNCCCCN)cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,746,772,0.1,175000,26,5.243038049,63.1,0.681,0.997,1.062,0.025
Cc1ccc[n+](C(=C\C=C2\Sc3ccccc3N2Cc2ccccc2)/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)c1,CO,626,654,0.126,195333,28,5.29077562,55.4,0.608,0.904,0.605,0.545
CCOC(=O)c1ccc2c(c1)C(C)(C)C(/C=C/C=C/C=C1/N(C)c3ccc(NC(=O)CCCc4ccc(N(CCCl)CCCl)cc4)cc3C1(C)C)=[N+]2C,O,662,690,0.038,,28,,63.1,0.681,0.997,1.062,0.025
CC1=C(O)C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)=C/C(=C/C=C2/N(C)c3ccccc3C2(C)C)C1=O,CO,644,707,0.021,,63,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(Sc3ccc(C(=O)OCc4c5ccccc5cc5ccccc45)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,798,813,0.098,170000,15,5.230448921,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C(/C=C/C2=[N+](CC)c3ccc4ccccc4c3C2(C)C)SCCC(=O)O)C(C)(C)c2c1ccc1ccccc21,CCO,644,663,0.4,18500,19,4.267171728,51.9,0.633,0.783,0.4,0.658
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)N(c3ccccc3)C(=S)N(c3ccccc3)C2=O)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,644,663,,184000,19,5.264817823,39.1,0.783,0.614,0.047,0.071
CC(/C=C/C1=[N+](C)c2ccccc2C1(C)C)=C\C=C\C=C1\N(C)c2ccccc2C1(C)C,CO,736,760,,278000,24,5.444044796,55.4,0.608,0.904,0.605,0.545
C[n+]1c(C=C2C=CN(CCC[N+](C)(C)CCCCCC[N+](C)(C)CCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,480,,,148100,,5.170555059,45.6,0.645,0.974,0.044,0.286
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2c2ccc(CCC(=O)O)cc2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CS(=O)C,779,801,0.31,229000,22,5.359835482,45.1,0.83,1,0.072,0.647
C#CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC#C)c4ccccc4C3)=C2Cl)Cc2ccccc21,O,776,795,0.0042,94248,19,4.974272143,63.1,0.681,0.997,1.062,0.025
CC(C)CCN1/C(=C/C=C2\CCCC(/C=C/c3sc4ccccc4[n+]3CCC(C)C)=C2Cl)Sc2ccccc21,CS(=O)C,810,824,,138800,14,5.142389466,45.1,0.83,1,0.072,0.647
CC1(C)C2=C(C=C/C=C\C=C(C#N)C#N)CCCN2c2ccccc21,CN(C)C=O,677,697,,,20,,43.2,0.759,0.977,0.031,0.613
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,751,775,0.38,96000,24,4.982271233,55.4,0.608,0.904,0.605,0.545
C[n+]1c(/C=C/c2ccco2)cccc1/C=C/c1ccco1,CO,411,512,,,102,,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)Sc2cc(NC(=O)c3ccccc3)ccc21,CCO,583,598,0.1,,15,,51.9,0.633,0.783,0.4,0.658
Cc1ccc2c(c1)N(CCC(=O)[O-])/C(=C/C=C1\CCC(/C=C/c3oc4ccc(C)cc4[n+]3C=CC(=O)[O-])=C1N(c1ccccc1)c1ccccc1)O2,CO,738,785,,,47,,55.4,0.608,0.904,0.605,0.545
CCCCCC(=O)N1/C(=C\C2=C(OC)/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,643,,,148000,,5.170261715,45.1,0.83,1,0.072,0.647
CC1(CCCCCC(=O)O)C(/C=C2/C([O-])=C(/C=C3/Nc4ccc(S(=O)(=O)O)cc4C3(C)CCCCCC(=O)O)C2=C2C(=O)NC(=O)NC2=O)=[NH+]c2ccc(S(=O)(=O)O)cc21,CCO,666,696,0.26,,30,,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc(C=Cc2cc[n+](CCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)cc3)cc2)cc1,C1CCOC1,476,601,,,125,,37.4,0.714,0.634,0,0.591
COCCOCCOCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCOCCOCCOC)c4ccccc4C3(C)C)=C2c2c(OC)cc(C(=O)OC(C)(C)C)cc2OC)C(C)(C)c2ccccc21,O,768,799,0.24,200000,31,5.301029996,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,752,776,0.54,241000,24,5.382017043,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/C=C2/N(CCC[N+](C)(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,552,565,0.08,120000,13,5.079181246,45.1,0.83,1,0.072,0.647
CCN1C(=O)C(=C/C=C\C=C\C=c2/c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,CN(C)C=O,843,887,,,44,,43.2,0.759,0.977,0.031,0.613
CN1/C(=C(C=O)\C=C\c2sc3ccc4ccccc4c3[n+]2C)C(C)(C)c2ccccc21,CO,493,,,47100,,4.673020907,55.4,0.608,0.904,0.605,0.545
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,747,769,0.28,239000,22,5.378397901,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2Cl)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CCO,790,812,,200000,22,5.301029996,51.9,0.633,0.783,0.4,0.658
CN1C(=CC2C([O-])C(C=C3N(C)c4ccccc4C3(C)C)C2[O-])C(C)(C)c2ccccc21,CC#N,628,645,,,17,,45.6,0.645,0.974,0.044,0.286
C[n+]1c(/C=C2/C=C(/C=C/c3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CCO,577,710,0.078,74600,133,4.872738827,51.9,0.633,0.783,0.4,0.658
NC(=O)CCN1C=C/C(=C\c2sc3ccccc3[n+]2CCC(N)=O)c2ccccc21,CO,505,,,81800,,4.912753304,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21,O,544,560,0.09,,17,,63.1,0.681,0.997,1.062,0.025
CCC(=C\c1sc2ccc3ccccc3c2[n+]1CCCS(=O)(=O)[O-])/C=C1/Sc2ccc3ccccc3c2N1CCCS(=O)(=O)O,O,537,,,,,,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2ccccc21,CCO,636,735,,,99,,51.9,0.633,0.783,0.4,0.658
CCC(/C=C1\Sc2ccc(OC)cc2N1CCO)=C\c1sc2ccc(OC)cc2[n+]1CCO,C1COCCO1,587,600,0.13,,13,,36,0.737,0.312,0,0.444
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,CO,827,,,,,,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2Sc2ccccc2)C(C)(C)c2c1ccc1ccccc21,C(Cl)(Cl)Cl,839,,,,,,39.1,0.783,0.614,0.047,0.071
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(F)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(F)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,640,653,0.164,76000,13,4.880813592,51.9,0.633,0.783,0.4,0.658
C[n+]1c(/C=C2\C=CN(CCC(=O)O)c3ccccc32)sc2cc(Cl)ccc21,O,450,607,,,157,,63.1,0.681,0.997,1.062,0.025
CC1(C)C2=C3C=C4C=C5C=C6C7=[N+](CCC6CC5OC4CC3CCN2c2ccccc21)c1ccccc1C7(C)C,CO,782,803,0.29,265000,21,5.423245874,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)SCCC(=O)O)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,634,654,0.17,204000,20,5.309630167,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(c3ccc(CCC(=O)O)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccc5ccccc5c4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CS(=O)C,810,826,0.13,230000,16,5.361727836,45.1,0.83,1,0.072,0.647
CCN1/C(=C/C=C2\CCC(/C=C/c3sc4ccc(Cl)cc4[n+]3CC)=C2N(c2ccccc2)c2ccccc2)Sc2ccc(Cl)cc21,CS(=O)C,826,875,0.2,170000,49,5.230448921,45.1,0.83,1,0.072,0.647
CN1/C(=C/C2=Nc3cccc4cccc2c34)Sc2ccccc21,CC#N,523,,,48600,,4.686636269,45.6,0.645,0.974,0.044,0.286
COC(=O)CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCC(=O)OC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(=O)C,797,813,0.142,235000,16,5.371067862,45.1,0.83,1,0.072,0.647
CN1/C(=C/C=C/C2=Nc3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC#N,435,,,,,,45.6,0.645,0.974,0.044,0.286
C[n+]1c(/C=C2/C=C(C=Cc3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,C(Cl)(Cl)Cl,578,715,0.0206,74700,137,4.873320602,39.1,0.783,0.614,0.047,0.071
CCN1/C(=C\C=C\C=C\C=C\c2sc3ccccc3[n+]2CC)Sc2ccccc21,CCO,764,,0.013,199000,,5.298853076,51.9,0.633,0.783,0.4,0.658
CCN(CC)C1=CC2Oc3cc(OC(=O)OCc4cc5ccccc5[n+](C)c4)ccc3C3(OC(=O)c4ccccc43)C2C=C1,O,510,552,,,42,,63.1,0.681,0.997,1.062,0.025
CCN1C2=[O+]C3CC(c4ccccc4)=CC(/C=C/C=C4\N(CCCCCC(=O)O)c5ccc(S(=O)(=O)[O-])cc5C4(C)C)=C3C=C2C(C)=CC1(C)C,CCO,675,702,0.05,,27,,51.9,0.633,0.783,0.4,0.658
C[n+]1c(/C=C2/C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccc3ccccc3c21,CCO,564,714,0.0172,49700,150,4.696356389,51.9,0.633,0.783,0.4,0.658
C(/C=C1/Sc2ccccc2N1Cc1ccccc1)=C(\C=C\c1sc2ccccc2[n+]1Cc1ccccc1)[n+]1ccccc1,CO,624,653,0.072,192166,29,5.28367655,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC)c4ccc(I)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(I)ccc21,CCO,798,830,,368000,32,5.565847819,51.9,0.633,0.783,0.4,0.658
CC1(C)C(=CC2C([O-])C(C=C3N(CCO)c4ccccc4C3(C)C)C2[O-])N(CCO)c2ccccc21,CC#N,634,653,,,19,,45.6,0.645,0.974,0.044,0.286
C[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CC(=O)C,552,705,0.0429,63500,153,4.802773725,42.2,0.651,0.907,0,0.475
CC[n+]1c(/C=C/C=C/C=C/N(C)C)oc2ccccc21,CCO,547,572,0.098,,25,,51.9,0.633,0.783,0.4,0.658
CC1=C(c2ccccc2)/C(=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,CC#N,695,725,0.01,126000,30,5.100370545,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C2=C(Sc3ccc(C(=O)OCCCCc4ccc5ccc6cccc7ccc4c5c67)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,797,813,0.066,130000,16,5.113943352,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CC#N,785,819,,,34,,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,660,679,,219000,19,5.340444115,45.1,0.83,1,0.072,0.647
Cc1cc(-c2ccc(/C=C/c3cccc[n+]3C)o2)c(O)c(-c2nc3ccccc3s2)c1,O,440,770,0.009,25075,330,4.399240942,63.1,0.681,0.997,1.062,0.025
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccc(I)cc21,O,609,679,0.04,42000,70,4.62324929,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c(OCCOC)cccc2OCCOC)C(C)(C)c2ccccc21,C(Cl)Cl,769,799,0.27,352000,30,5.546542663,40.7,0.761,0.769,0.04,0.178
CC1(CCCCCC(=O)O)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC[P+](c4ccccc4)(c4ccccc4)c4ccccc4)c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)O)c2ccc(S(=O)(=O)O)cc21,O,783,803,0.055,95000,20,4.977723605,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C\C2=C(O)/C(=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)C2=O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,628,639,0.008,192000,11,5.283301229,63.1,0.681,0.997,1.062,0.025
CC1(C)C(=CC2C([O-])C(C=C3N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)C2[O-])N(CCCS(=O)(=O)[O-])c2ccccc21,C(Cl)(Cl)Cl,639,650,,,11,,39.1,0.783,0.614,0.047,0.071
CCN1C(=O)C(=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,C(Cl)Cl,493,,,123200,,5.090610708,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,CCO,800,829,,418000,29,5.621176282,51.9,0.633,0.783,0.4,0.658
CN(C)c1cc[n+](CCC[n+]2c(/C=C3\C=CN(CCCBr)c4ccccc43)sc3ccccc32)cc1,CO,504,,,70000,,4.84509804,55.4,0.608,0.904,0.605,0.545
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)OC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CCO,785,804,0.195,243300,19,5.386142109,51.9,0.633,0.783,0.4,0.658
CNC(=O)CC[n+]1c(/C=C2\C=CN(CCC[N+]34CC[N+](C)(CC3)CC4)c3ccccc32)sc2ccccc21,CO,509,,,69400,,4.84135947,55.4,0.608,0.904,0.605,0.545
COCCOCCOCCOc1cccc(OCCOCCOCCOC)c1C1=C(/C=C/C2=[N+](CCOCCOCCOC)c3ccccc3C2(C)C)CCC/C1=C\C=C1\N(CCOCCOCCOC)c2ccccc2C1(C)C,C(Cl)Cl,773,803,0.33,345000,30,5.537819095,40.7,0.761,0.769,0.04,0.178
Cc1cc[n+](C(=C\C=C2\Sc3ccccc3N2C)/C=C/c2sc3ccccc3[n+]2C)cc1,CO,615,645,0.135,139355,30,5.144122556,55.4,0.608,0.904,0.605,0.545
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CC#N,584,,,70100,,4.845718018,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,641,654,0.136,233000,13,5.367355921,51.9,0.633,0.783,0.4,0.658
CC1CCCCN1c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,595,731,0.01,26650,136,4.425697213,51.9,0.633,0.783,0.4,0.658
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N(Cc2ccccn2)Cc2ccccn2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CS(=O)C,753,821,,,68,,45.1,0.83,1,0.072,0.647
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(Br)cc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CO,656,681,,,25,,55.4,0.608,0.904,0.605,0.545
CN(C)c1ccc2c(c1)O/C(=C\C=C\c1sc3ccccc3[n+]1C)C=C2C(F)(F)F,O,600,765,0.011,27440,165,4.438384107,63.1,0.681,0.997,1.062,0.025
