SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
ClC1=C(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)CCC/C1=C\C=C1/Sc2ccccc2N1Cc1ccccc1,C(Cl)(Cl)Cl,815,833,,225100,18,5.352375495,39.1,0.783,0.614,0.047,0.071
CC[n+]1c(/C=C2/Sc3ccccc3N2C)ccc2ccccc21,O,478,,,,,,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CC)[n+]2cccc(C)c2)Sc2ccccc21,CO,615,637,0.045,149066,22,5.173378598,55.4,0.608,0.904,0.605,0.545
CCCC[n+]1c(/C=C2\C=CN(CC)c3cc(Cl)ccc32)sc2ccccc21,CC#N,511,550,,81400,39,4.910624405,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CO,633,735,,156000,102,5.193124598,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,O,625,755,,,130,,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CN(C)C=O,651,752,,,101,,43.2,0.759,0.977,0.031,0.613
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CCO,640,737,,,97,,51.9,0.633,0.783,0.4,0.658
C[n+]1c(/C=C2\C=CN(CC(O)CBr)c3ccccc32)sc2ccccc21,CO,504,,,72300,,4.859138297,55.4,0.608,0.904,0.605,0.545
CCN(CC)c1ccc2cc(/C=C/C3=[N+](C)c4ccccc4C3(C)C)c(=O)oc2c1,O,567,652,0.02,99000,85,4.995635195,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2cc(/C=C/C3=[N+](C)c4ccccc4C3(C)C)c(=O)oc2c1,C(Cl)Cl,602,642,0.18,150000,40,5.176091259,40.7,0.761,0.769,0.04,0.178
CCN(CC)c1ccc2cc(/C=C/C3=[N+](C)c4ccccc4C3(C)C)c(=O)oc2c1,CC#N,573,647,0.06,106000,74,5.025305865,45.6,0.645,0.974,0.044,0.286
Cc1nn2c(/C(c3ccco3)=c3/c4ccccc4c4n3nc(C)[n+]4C)c3ccccc3c2n1C,CC#N,595,,,,,,45.6,0.645,0.974,0.044,0.286
C/C(c1c2ccccc2c2n(C)c(-c3ccccc3)nn12)=c1\c2ccccc2c2n1nc(-c1ccccc1)[n+]2C,CC#N,570,,,56234,,4.749998977,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C(/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccccc3C2(C)C)C(=O)O)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,754,781,0.11,83400,27,4.921166051,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC)c4ccc(I)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(I)ccc21,CCO,798,830,,368000,32,5.565847819,51.9,0.633,0.783,0.4,0.658
CCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCC)c4ccc(I)cc4C3(C)C)=C2Cl)C(C)(C)c2cc(I)ccc21,C(Cl)Cl,805,837,,,32,,40.7,0.761,0.769,0.04,0.178
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccccc2C1(C)C,O,748,784,0.0781,216000,36,5.334453751,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C/C=C(I)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,733,757,0.081,230000,24,5.361727836,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C/C=C(I)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,728,763,0.018,170000,35,5.230448921,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(=O)C,556,569,0.12,128000,13,5.10720997,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C2=C(Sc3ccc(C(=O)OCCc4ccsc4)cc3)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,797,816,0.07,190000,19,5.278753601,55.4,0.608,0.904,0.605,0.545
CN(C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O)c1ccccc1,CO,495,555,0.002,98200,60,4.992111488,55.4,0.608,0.904,0.605,0.545
CN(C1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O)c1ccccc1,O,490,540,0.002,83800,50,4.923244019,63.1,0.681,0.997,1.062,0.025
CCCCCCN1/C(=C/C=C/c2sc3ccccc3[n+]2CCCCCC)Sc2ccccc21,O,553,,,,,,63.1,0.681,0.997,1.062,0.025
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3cc(I)c(I)c(I)c3C2(C)C)C(C)(C)c2c1cc(I)c(I)c2I,CS(=O)C,771,804,0.52,166000,33,5.220108088,45.1,0.83,1,0.072,0.647
CCN1/C(=C/C=C2\CCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2ccccc21,CO,795,,,,,,55.4,0.608,0.904,0.605,0.545
CCn1c(-c2ccco2)nn2c(/C(c3ccc(F)cc3)=c3/c4ccccc4c4n3nc(-c3ccco3)[n+]4CC)c3ccccc3c12,CC#N,586,,,57543,,4.7599925,45.6,0.645,0.974,0.044,0.286
CN(C)c1ccc2c(c1)OC(c1ccccc1)=C/C2=C\C=C\c1cc(-c2ccccc2)[o+]c2cc(N(C)C)ccc12,C(Cl)(Cl)Cl,746,766,0.029,220000,20,5.342422681,39.1,0.783,0.614,0.047,0.071
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)OC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(=O)C,797,813,0.139,226000,16,5.354108439,45.1,0.83,1,0.072,0.647
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)OC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CCO,785,804,0.195,243300,19,5.386142109,51.9,0.633,0.783,0.4,0.658
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)OC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,O,781,798,0.093,154000,17,5.187520721,63.1,0.681,0.997,1.062,0.025
C=Cc1ccc2c(c1C=C)C(C)(C)/C(=C\C=C\C1=[N+](C)c3ccccc3C1(C)C)N2CCCC,CS(=O)C,572,586,0.1,107000,14,5.029383778,45.1,0.83,1,0.072,0.647
CN1/C(=C/C=C/C=C(F)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,761,788,,221000,27,5.344392274,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,552,565,0.1,137000,13,5.136720567,45.1,0.83,1,0.072,0.647
C[n+]1c2ccccc2c(/C=C2\C=CN(CCCBr)c3ccccc32)c2ccccc21,CO,606,,,28500,,4.45484486,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=C/C=C\C=C\C=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,CN(C)C=O,626,,,144200,,5.15896526,43.2,0.759,0.977,0.031,0.613
CN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,C(Cl)Cl,550,570,0.04,135000,20,5.130333768,40.7,0.761,0.769,0.04,0.178
CN1C(=CC=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,545,568,0.03,134000,23,5.127104798,51.9,0.633,0.783,0.4,0.658
COC(=O)CCCCC[n+]1ccc(/C=C/C=C2/Sc3ccccc3N2C)c2ccccc21,O,634,649,0.024,,15,,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2c(c1)OC1=C(CCC/C1=C\C=C1\N(C)c3ccccc3C1(C)C)C21c2ccccc2C(=O)N1/N=C/C=O,O,698,735,,,37,,63.1,0.681,0.997,1.062,0.025
CC(/C=C1\Sc2cc(N(C)C)ccc2N1C)=C\c1sc2cc(N(C)C)ccc2[n+]1C,CO,584,,,,,,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C\C2=C(NCCO)/C(=C/C3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,657,,,204173,,5.30999831,45.1,0.83,1,0.072,0.647
CN(C)c1cc[n+](CCCN2C=C/C(=C\c3sc4ccccc4[n+]3C)c3ccccc32)cc1,O,515,,,80900,,4.907948522,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2c(c1)Oc1c(ccc3cc(OC(=O)c4ccccc4[Se]Sc4ccccn4)ccc13)C21OC(=O)c2ccccc21,O,580,635,,,55,,63.1,0.681,0.997,1.062,0.025
CC1(C)C2=C3C=C4C=C5C=C6C7=[N+](CCC6CC5OC4CC3CCN2c2ccccc21)c1ccccc1C7(C)C,C(Cl)Cl,775,811,0.4,303000,36,5.481442629,40.7,0.761,0.769,0.04,0.178
CC1(C)C2=C3C=C4C=C5C=C6C7=[N+](CCC6CC5OC4CC3CCN2c2ccccc21)c1ccccc1C7(C)C,CO,782,803,0.29,265000,21,5.423245874,55.4,0.608,0.904,0.605,0.545
C[n+]1c(C=C2C=CN(CCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCN3C=C/C(=C\c4oc5ccccc5[n+]4C)c4ccccc43)c3ccccc32)oc2ccccc21,CC#N,481,,,138900,,5.142702246,45.6,0.645,0.974,0.044,0.286
CN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2C)[n+]2ccccc2)Sc2ccccc21,CO,612,644,0.03,232400,32,5.366236124,55.4,0.608,0.904,0.605,0.545
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CC1=CC=CC=C1,583,,,32100,,4.506505032,33.9,0.782,0.284,0,0.128
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,C1COCCO1,582,,,35700,,4.552668216,36,0.737,0.312,0,0.444
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CO,569,,,67600,,4.829946696,55.4,0.608,0.904,0.605,0.545
C1=CN(c2ccccc2)c2ccccc2/C1=C/C1=Nc2cccc3cccc1c23,CC#N,584,,,70100,,4.845718018,45.6,0.645,0.974,0.044,0.286
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CN(C)C=O,547,699,,74300,152,4.870988814,43.2,0.759,0.977,0.031,0.613
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,C1CCOC1,557,686,,,129,,37.4,0.714,0.634,0,0.591
CN(C)c1ccc(C=Cc2cc[n+](CCCCCCCCCC[n+]3ccc(C=Cc4ccc(N(C)C)cc4)c4ccccc43)c3ccccc23)cc1,CCOC(=O)C,544,689,,,145,,38.1,0.656,0.603,0,0.542
CC[n+]1c(C=C(C)C=C2[Se]c3ccc(C)cc3N2C)[se]c2ccc(C)cc21,O,513,,,,,,63.1,0.681,0.997,1.062,0.025
O=C(O)c1ccc(C2=C(/C=C/c3sc4ccccc4[n+]3CCCCS(=O)(=O)[O-])CCC/C2=C\C=C2/Sc3ccccc3N2CCCCS(=O)(=O)[O-])cc1,CO,800,813,,,13,,55.4,0.608,0.904,0.605,0.545
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,747,769,0.28,239000,22,5.378397901,63.1,0.681,0.997,1.062,0.025
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,749,773,0.52,253000,24,5.403120521,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)[n+]2cccc(C)c2)Sc2ccccc21,CO,618,647,0.042,214785,29,5.332003948,55.4,0.608,0.904,0.605,0.545
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,645,670,0.29,245000,25,5.389166084,51.9,0.633,0.783,0.4,0.658
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,643,662,0.21,114000,19,5.056904851,63.1,0.681,0.997,1.062,0.025
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CN(C)C=O,646,671,0.41,243000,25,5.385606274,43.2,0.759,0.977,0.031,0.613
CC(C)(C)OC(=O)C(CCN=[N+]=[N-])NC(=O)CC[N+]1=C(/C=C/C=C/C=C2/N(CCC(=O)NCCOCCOCCCCCCCl)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,648,673,0.48,233000,25,5.367355921,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C2/N(CCCCN3C(=O)c4ccccc4C3=O)c3ccc(-c4ccccc4)cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccccc21,CS(=O)C,670,692,,,22,,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C2/N(CCCCN3C(=O)c4ccccc4C3=O)c3ccc(-c4ccccc4)cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccccc21,O,663,691,,,28,,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2cc(-c3cc(-c4ccccc4C(=O)O)c4ccc(N(CC)CC)cc4[o+]3)c(=O)oc2c1,C(Cl)Cl,662,695,0.84,,33,,40.7,0.761,0.769,0.04,0.178
CCN(CC)c1ccc2cc(-c3cc(-c4ccccc4C(=O)O)c4ccc(N(CC)CC)cc4[o+]3)c(=O)oc2c1,CC#N,651,703,0.3,,52,,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccccc2)C(C)(C)c2ccccc21,CC#N,756,784,0.28,287000,28,5.457881897,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccccc2)C(C)(C)c2ccccc21,C(Cl)Cl,765,792,0.33,333000,27,5.522444234,40.7,0.761,0.769,0.04,0.178
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccccc2)C(C)(C)c2ccccc21,O,756,784,0.22,267000,28,5.426511261,63.1,0.681,0.997,1.062,0.025
C[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,,,0.13,174000,,5.240549248,63.1,0.681,0.997,1.062,0.025
C[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,647,667,,188000,20,5.274157849,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)NCCCNCCCNCCCCNCCCN)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCCC(=O)NCCCNCCCNCCCCNCCCN)c2ccc3ccccc3c21,O,781,805,0.02,115000,24,5.06069784,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)c2ccccc2)Sc2ccccc21,CO,640,666,0.057,209368,26,5.320910304,55.4,0.608,0.904,0.605,0.545
CCCC[N+]1=C(/C=C2/N(CC)c3ccc(Br)cc3C2(C)C)c2cccc3cccc1c23,CO,564,,,33360,,4.523226042,55.4,0.608,0.904,0.605,0.545
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CS(=O)C,563,710,0.0722,44800,147,4.651278014,45.1,0.83,1,0.072,0.647
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,C(Cl)(Cl)Cl,595,708,0.0703,65200,113,4.814247596,39.1,0.783,0.614,0.047,0.071
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CCO,561,702,0.0608,62500,141,4.795880017,51.9,0.633,0.783,0.4,0.658
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,O,510,685,0.0173,36900,175,4.567026366,63.1,0.681,0.997,1.062,0.025
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CO,557,696,0.0423,64500,139,4.809559715,55.4,0.608,0.904,0.605,0.545
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(Cc4ccccc4)c4ccccc34)CC(C)(C)C2)sc2ccccc21,CC(=O)C,554,706,0.0444,55000,152,4.740362689,42.2,0.651,0.907,0,0.475
CCN1C(=O)C(=C/C=C/[c-]2c(=O)n(CC)c(=S)n(CC)c2=O)C(=O)N(CC)C1=S,CCO,540,,,197600,,5.29578694,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=C/[c-]2c(=O)n(CC)c(=S)n(CC)c2=O)C(=O)N(CC)C1=S,C(Cl)Cl,546,,,180600,,5.256717746,40.7,0.761,0.769,0.04,0.178
CCN1C(=O)C(=C/C=C/[c-]2c(=O)n(CC)c(=S)n(CC)c2=O)C(=O)N(CC)C1=S,CN(C)C=O,542,,,194700,,5.289365952,43.2,0.759,0.977,0.031,0.613
CCCCCC(=O)N1/C(=C\C2=C(N)/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CS(=O)C,651,,,252000,,5.401400541,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(C(=O)NCCCCCCN)cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(=O)NCCCCCCN)cc21,O,755,781,0.11,250000,26,5.397940009,63.1,0.681,0.997,1.062,0.025
CC[n+]1c(C=CC=C2N(C)c3ccccc3C2(C)C)oc2ccccc21,CCO,510,,,112700,,5.051923916,51.9,0.633,0.783,0.4,0.658
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,772,,,,,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(C(=O)NCCNCCNCCN)cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(=O)NCCNCCNCCN)cc21,O,755,781,0.11,252000,26,5.401400541,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,804,815,,,11,,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,O,784,805,,,21,,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,792,818,,177000,26,5.247973266,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,808,820,,,12,,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C\C=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CN(C)C=O,722,738,,250800,16,5.399327532,43.2,0.759,0.977,0.031,0.613
CCN1C(=O)C(=C/C=C\C=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CCCCCC,652,720,,95700,68,4.980911938,31,0.616,0,0,0.056
CCN1C(=O)C(=C/C=C\C=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,C(Cl)Cl,724,739,,225600,15,5.353339095,40.7,0.761,0.769,0.04,0.178
CCN1C(=O)C(=C/C=C\C=C/C=C2/N(C)c3ccccc3C2(C)C)C(=O)N(CC)C1=S,CC1=CC=CC=C1,706,741,0.16,118800,35,5.074816441,33.9,0.782,0.284,0,0.128
CCN1/C(=C\C=C\C=C\C=C\c2sc3ccccc3[n+]2CC)Sc2ccccc21,CCO,764,,0.013,199000,,5.298853076,51.9,0.633,0.783,0.4,0.658
CC1CCCCN1c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,595,731,0.01,26650,136,4.425697213,51.9,0.633,0.783,0.4,0.658
CC1CCCCN1c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,C(Cl)(Cl)Cl,610,741,0.025,26850,131,4.42894429,39.1,0.783,0.614,0.047,0.071
CC(O)C[n+]1c(/C=C2\C=CN(CCC(N)=O)c3ccccc32)sc2ccccc21,CO,508,,,72000,,4.857332496,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccccc21,CS(=O)C,658,677,,218000,19,5.338456494,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccccc21,O,,,0.13,193000,,5.285557309,63.1,0.681,0.997,1.062,0.025
CCCCc1ccc2c(c1)C(C)(C)C(/C=C/C1=C(Cl)/C(=C/C=C3/Nc4ccc(CCCC)cc4C3(C)C)CCC1)=[NH+]2,CCO,528,793,,200000,265,5.301029996,51.9,0.633,0.783,0.4,0.658
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)O)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,O,775,793,0.057,121000,18,5.08278537,63.1,0.681,0.997,1.062,0.025
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)O)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CCO,784,804,0.206,238000,20,5.376576957,51.9,0.633,0.783,0.4,0.658
COC(=O)CCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC(=O)O)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(=O)C,794,813,0.147,251000,19,5.399673721,45.1,0.83,1,0.072,0.647
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCO,CN(C)C=O,444,,,,,,43.2,0.759,0.977,0.031,0.613
CN1C=C/C(=C\c2cc(-c3ccccc3)n3c4ccccc4[n+](C)c3c2C#N)c2ccccc21,CO,586,,,92800,,4.967547976,55.4,0.608,0.904,0.605,0.545
C[n+]1c(/C=C2\C=CN(CCC(=O)O)c3ccccc32)sc2cc(Cl)ccc21,O,450,607,,,157,,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(c3ccc(CCC(=O)NCCCNCCCCNCCCN)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)[O-])c4ccc(C(=O)NCCCNCCCCNCCCN)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(=O)NCCCNCCCCNCCCN)cc21,O,767,786,0.08,111000,19,5.045322979,63.1,0.681,0.997,1.062,0.025
CCCCC(CC)CC1=C(c2ccccc2)/C(=C/C=C/C=C/c2c(-c3ccccc3)c(CC(CC)CCCC)c3ccccn23)[n+]2ccccc21,CS(=O)C,827,864,0.034,171000,37,5.23299611,45.1,0.83,1,0.072,0.647
CN(C)c1ccc(/C=C/C=C\C23OCCN2c2ccccc2C3(C)C)cc1,CCO,555,,,108823,,5.036720694,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc(/C=C/C=C\C23OCCN2c2ccccc2C3(C)C)cc1,CC#N,550,,,16095,,4.206690981,45.6,0.645,0.974,0.044,0.286
CC(O)C[n+]1c(/C=C2\C=CN(Cc3ccccc3)c3ccccc32)sc2ccccc21,CO,510,,,105000,,5.021189299,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N)c4F)C=C3CCC2)C(C)(C)c2ccccc21,CCO,690,718,0.02,61200,28,4.786751422,51.9,0.633,0.783,0.4,0.658
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N)c4F)C=C3CCC2)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,684,709,0.02,56150,25,4.749349761,39.1,0.783,0.614,0.047,0.071
CN1/C(=C/C=C/C=C/C=C/C2=[N+](CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc3oc(-c4ccc([N+](C)(C)C)cc4)c(O)c(=O)c3cc21,CO,749,780,,165800,31,5.219584526,55.4,0.608,0.904,0.605,0.545
