SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,AC(cm-1M-1),LogAC
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,MeOH,311,449,138,0.00095,4600,3.6628
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,H2O,307,453,146,0.0036,3500,3.5441
CN(C)CCCN1c2ccccc2Sc2ccccc21,MeCN,305,444,139,0.02,4200,3.6232
CN(C)CCCN1c2ccccc2Sc2ccccc21,MeOH,307,444,137,0.0045,4200,3.6232
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=S)Nc4ccc5c(c4)C(=O)OC54c5ccc(O)cc5Oc5cc(O)ccc54)cn3C)cn2C)cn1C,DMSO,NA,NA,NA,NA,33000,4.5185
CN(C)CCCNC(=O)Cn1c2ccccc2c(=O)c2ccccc21,MeOH,NA,NA,NA,NA,67608,4.83
CN(C)CCCNC1=CC(c2ccc(Cl)cc2Cl)Cc2sc3ccc(Cl)cc3c(=O)c21,MeOH,NA,NA,NA,NA,25831,4.4121
CN(C)CCCNc1c2ccccc2nc2c(C(=O)NCCCCNC(=O)c3ccc([N+](=O)[O-])cc3)cccc12,H2O,NA,NA,NA,NA,47000,4.6721
CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,EtOH,NA,NA,NA,NA,21400,4.3304
CN(C)CCCNc1c2ccccc2nc2cccc(N)c12,MeOH,NA,NA,NA,NA,30800,4.4886
CN(C)CCCNc1cc(-c2ccc(Cl)cc2Cl)cc2sc3ccc(Cl)cc3c(=O)c12,MeOH,NA,NA,NA,NA,39693,4.5987
CN(C)CCCOc1cccc2c(=O)c3ccccc3sc12,MeOH,NA,NA,NA,NA,44668,4.65
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cyclohexane,340,416,76,NA,NA,NA
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CHCl3,342,417,75,NA,NA,NA
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],THF,351,419,68,0.0052,39594,4.5976
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],MeOH,341,389,48,0.0387,40214,4.6044
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Acetone,352,387,35,0.0012,41630,4.6194
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],EtOH,341,388,47,0.01364,38833,4.5892
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],MeCN,347,389,42,0.00153,43890,4.6424
CN(C)CCN(Cc1c2ccccc2c(CN(CCN(C)C)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],DMF,340,424,84,0.00067,34045,4.5321
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,Cyclohexane,390,411,21,0.0008,23856,4.3776
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,CHCl3,395,415,20,0.0272,31546,4.4989
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,THF,393,414,21,0.0015,32085,4.5063
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1,EtOH,391,410,19,0.02298,28008,4.4473
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cyclohexane,372,391,19,0.0001,19108,4.2812
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CHCl3,393,394,1,0.0009,30391,4.4827
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],MeOH,391,392,1,0.0093,19156,4.2823
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Acetone,392,393,1,0.0043,23352,4.3683
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],MeCN,392,394,2,0.0185,25358,4.4041
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],DMF,395,396,1,0.0293,25949,4.4141
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],DMSO,397,398,1,0.0426,26674,4.4261
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,Cyclohexane,389,417,28,0.0003,22176,4.3459
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,CHCl3,393,416,23,0.005,30554,4.4851
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,THF,391,416,25,0.0009,30385,4.4827
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,MeOH,370,388,18,0.00453,30461,4.4837
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,EtOH,371,388,17,0.01148,33754,4.5283
CN(C)CCN(Cc1c2ccccc2cc2ccccc12)c1ccc([N+](=O)[O-])cn1,DMF,391,415,24,0.03985,33816,4.5291
CN(C)CCn1c(=O)c(Cc2ccccc2)nc2cccnc21,EtOH,NA,NA,NA,NA,14125,4.15
CN(C)CCn1c(=O)c(Cc2ccccc2)nc2cnccc21,EtOH,NA,NA,NA,NA,19953,4.3
CN(C)CCn1c(=O)c(Cc2ccccc2)nc2cncnc21,EtOH,NA,NA,NA,NA,16596,4.22
CN(C)CCn1c2ccccc2c(=O)c2ccccc21,MeOH,NA,NA,NA,NA,56000,4.7482
CN(C)CCNC(=O)c1cc2ccc3cc(N(C)C)ccc3c2oc1=O,H2O,NA,NA,NA,NA,19100,4.281
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3[nH]c12,H2O,NA,NA,NA,NA,8900,3.9494
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3oc12,H2O,NA,NA,NA,NA,7700,3.8865
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,H2O,NA,NA,NA,NA,5200,3.716
CN(C)CCNC(=O)c1cccc2c(-c3ccccc3)c3ccccc3nc12,H2O,NA,NA,NA,NA,10800,4.0334
CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,H2O,NA,NA,NA,NA,10200,4.0086
CN(C)CCNC(=O)c1cccc2nc3ccccc3cc12,H2O,NA,NA,NA,NA,11000,4.0414
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Hexane,330,363,33,0.00086,3780,3.5775
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Toluene,347,385,38,0.00259,4958,3.6953
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CHCl3,350,389,39,0.00018,6917,3.8399
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],CH2Cl2,352,393,41,0.00222,7247,3.8602
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Ethyl acetate,347,384,37,0.00539,5558,3.7449
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],THF,352,389,37,0.00792,4140,3.617
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Acetone,352,401,49,0.00943,5709,3.7566
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],MeOH,350,389,39,0.01824,4674,3.6697
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],EtOH,348,394,46,0.00248,7410,3.8698
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],MeCN,352,399,47,0.00546,5675,3.754
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],DMF,358,406,48,0.01845,6955,3.8423
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],DMSO,363,417,54,0.02991,6434,3.8085
CN(C)CCNc1ccc(NCCN(C)C)c2c1C(=O)c1cc[n+]([O-])cc1C2=O,H2O,NA,NA,NA,NA,25974,4.4145
CN(C)CCNc1ccc2c3c(cccc13)C(=O)N(c1ccc(O)cc1)C2=O,CHCl3,430,498,68,0.46,NA,NA
CN(C)CCNCc1c2ccccc2cc2ccccc12,CHCl3,367,417,50,0.03153,17070,4.2322
CN(C)CCNCc1c2ccccc2cc2ccccc12,THF,366,413,47,0.00216,9767,3.9898
CN(C)CCNCc1c2ccccc2cc2ccccc12,MeOH,364,388,24,0.01241,18228,4.2607
CN(C)CCNCc1c2ccccc2cc2ccccc12,Acetone,365,387,22,0.0234,18072,4.257
CN(C)CCNCc1c2ccccc2cc2ccccc12,EtOH,366,410,44,0.01793,17212,4.2358
CN(C)CCNCc1c2ccccc2cc2ccccc12,MeCN,365,389,24,0.00137,10136,4.0059
CN(C)CCNCc1c2ccccc2cc2ccccc12,DMF,363,414,51,0.00064,15992,4.2039
CN(C)CCOc1cccc2c(=O)c3ccccc3sc12,MeOH,NA,NA,NA,NA,45709,4.66
CN(C)S(=O)(=O)c1ccc2c(C3(O)OC(=O)c4cccc5cccc3c45)c[nH]c2c1,CH2Cl2,NA,NA,NA,NA,55300,4.7427
CN(c1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1)S(C)(=O)=O,MeOH,NA,NA,NA,NA,95499,4.98
CN(c1ccc(-c2c3ccccc3[n+](N)c3ccccc23)cc1)S(C)(=O)=O,MeOH,NA,NA,NA,NA,93325,4.97
CN(c1ccccc1)c1c([O-])/c(=[N+](\C)c2ccccc2)c1=O,DMF,387,NA,NA,NA,39811,4.6
CN(c1ccccc1)c1c(-c2ccccc2)c(=O)oc2c1ccc1ccccc12,EtOH,NA,NA,NA,NA,25119,4.4
CN(c1ccccc1)c1cc2oc3cc(=O)c(Cl)cc-3c(-c3ccccc3C(=O)O)c2cc1Cl,H2O,NA,NA,NA,NA,62000,4.7924
CN(c1ccccc1)c1ccc(/C=C/c2ccccc2)cc1,Hexane,352,385,33,0.64,NA,NA
CN(c1ccccc1)c1ccc(/C=C/c2ccccc2)cc1,MeCN,354,450,96,0.31,NA,NA
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CHCl3,479,532,53,0.008,96629,4.9851
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,CH2Cl2,476,547,71,0.004,91448,4.9612
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,THF,468,532,64,0.003,89167,4.9502
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,Acetone,470,537,67,0.001,91230,4.9601
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,Dioxane,466,542,76,0.012,86156,4.9353
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,Ethyl acetate,465,533,68,0.003,89397,4.9513
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,DMF,478,524,46,0.003,53932,4.7318
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,DMSO,483,552,69,0.018,87136,4.9402
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,MeCN,471,511,40,0.002,86276,4.9359
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,MeOH,475,525,50,0.012,60392,4.781
CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,Hexane,NA,598,NA,NA,NA,NA
CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,Toluene,NA,627,NA,NA,NA,NA
CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,THF,NA,638,NA,NA,NA,NA
CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,MeCN,NA,659,NA,NA,NA,NA
CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,DMF,NA,661,NA,NA,NA,NA
CN(c1ccccc1)c1ccc(N(c2ccccc2)c2ccc3ccc4c(N(c5ccccc5)c5ccc(N(C)c6ccccc6)cc5)ccc5ccc2c3c54)cc1,CH2Cl2,435,620,185,0.01,23966,4.3796
CN(c1ccccc1)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=O)cc-3oc2c1,H2O,NA,NA,NA,NA,57000,4.7559
CN(CC(=O)[O-])C(=O)c1ccc(C=Cc2ccc(C=Cc3ccccc3)cc2)cc1-c1c2ccc(=[N+](C)C)cc-2oc2cc(N(C)C)ccc12,EtOH,NA,NA,NA,NA,58000,4.7634
CN(CC(=O)O)c1ccc(C2=C([O-])C(=C3C=CC(=[N+](C)CC(=O)O)C=C3)C2=O)cc1,MeOH,640,NA,NA,0.53,NA,NA
CN(CC(=O)O)c1ccc(C2=C([O-])C(=C3C=CC(=[N+](C)CC(=O)O)C=C3)C2=O)cc1,Toluene,625,NA,NA,0.53,NA,NA
CN(CC(=O)O)c1ccc(C2=C([O-])C(=C3C=CC(=[N+](C)CC(=O)O)C=C3)C2=O)cc1,THF,622,NA,NA,0.53,NA,NA
CN(CC(=O)O)c1ccc(C2=C([O-])C(=C3C=CC(=[N+](C)CC(=O)O)C=C3)C2=O)cc1,DMF,628,NA,NA,0.53,NA,NA
CN(CC(=O)O)c1ccc(C2=C([O-])C(=C3C=CC(=[N+](C)CC(=O)O)C=C3)C2=O)cc1,DMSO,652,NA,NA,0.53,NA,NA
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,H2O,406,518,112,0.16,94000,4.9731
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,MeOH,409,514,105,0.19,90000,4.9542
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,MeCN,402,526,124,0.25,117000,5.0682
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,Dioxane,396,454,58,0.5,67000,4.8261
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,THF,411,467,56,0.27,60000,4.7782
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,Ethyl acetate,418,498,80,0.25,75000,4.8751
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,CHCl3,369,451,82,0.22,45000,4.6532
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,Diethyl ether,405,497,92,0.23,77000,4.8865
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,Toluene,414,497,83,0.18,75000,4.8751
CN(CC(O)c1cccc(O)c1)c1ccc([N+](=O)[O-])c(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)c1,Cyclohexane,400,495,95,0.16,60000,4.7782
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,CHCl3,NA,NA,NA,NA,4800,3.6812
CN(Cc1ccccc1)c1nc2ccccc2c2ccccc12,EtOH,NA,NA,NA,NA,23442,4.37
CN(CCC(=O)O)C(=O)c1ccccc1-c1c2ccc(=NCC(F)(F)F)c(S(=O)(=O)O)c-2oc2c(S(=O)(=O)O)c(NCC(F)(F)F)ccc12,MeOH,NA,NA,NA,NA,74000,4.8692
CN(CCC(=O)O)C(=O)c1ccccc1-c1c2ccc(=NCC(F)(F)F)cc-2oc2cc(NCC(F)(F)F)ccc12,H2O,NA,NA,NA,NA,57000,4.7559
CN(CCCC(=O)NCCCCNC(=O)C1(F)CCCCCCC1)C(=O)c1ccccc1-c1c2ccc(=N)c(S(=O)(=O)O)c-2oc2c(S(=O)(=O)O)c(N)ccc12,DMF,NA,NA,NA,NA,80000,4.9031
CN(CCCC(=O)O)C(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,H2O,584,608,24,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2cc/c(=[NH+]\CC(F)(F)F)c(S(=O)(=O)O)c-2oc2c(S(=O)(=O)[O-])c(NCC(F)(F)F)ccc12,H2O,511,533,22,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2cc3c(cc2[o+]c2cc4c(cc12)C(CS(=O)(=O)[O-])=CC(C)(C)N4CCC[SH](N)(=O)O)N(CCCS(N)(=O)=O)C(C)(C)C=C3CS(=O)(=O)[O-],H2O,600,624,24,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2cc3c(cc2[o+]c2cc4c(cc12)C(CS(=O)(=O)O)=CC(C)(C)N4CCC[SH](N)(=O)O)N(CCCS(N)(=O)=O)C(C)(C)C=C3CS(=O)(=O)O,H2O,600,624,24,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2cc3c(cc2[o+]c2cc4c(cc12)C(CS(=O)(=O)O)=CC(C)(C)N4CCCS(N)(=O)=O)N(CCC[SH](N)(=O)O)C(C)(C)C=C3CS(=O)(=O)[O-],H2O,600,624,24,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,H2O,507,531,24,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2ccc(NCCCS(=O)(=O)[O-])cc2[o+]c2cc(NCCCS(=O)(=O)[O-])ccc12,H2O,533,554,21,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2ccc(NCCCS(=O)(=O)[O-])cc2[o+]c2cc(NCCCS(=O)(=O)O)ccc12,H2O,533,554,21,NA,NA,NA
CN(CCCC(=O)O)C(=O)c1ccccc1-c1c2ccc(NCCCS(=O)(=O)O)cc2[o+]c2cc(NCCCS(=O)(=O)O)ccc12,H2O,533,554,21,NA,NA,NA
CN(CCCCCC(=O)O)c1ccc([N+](=O)[O-])c2nonc12,MeOH,467,539,72,NA,NA,NA
CN(CCCCCC(=O)ON1C(=O)C=CC1=O)c1ccc([N+](=O)[O-])c2nonc12,MeOH,466,535,69,NA,NA,NA
CN(CCCO)c1ccc2cc3cc(-c4cnc[nH]4)c(=O)oc3cc2c1,EtOH,NA,NA,NA,NA,18142,4.2587
CN(CCN(C)c1ccc([N+](=O)[O-])c2nonc12)C(=O)CI,MeOH,478,541,63,NA,NA,NA
CN(CCO)C(=O)c1ccccc1-c1c2ccc(=NCC(F)(F)F)c(S(=O)(=O)O)c-2oc2c(S(=O)(=O)O)c(NCC(F)(F)F)ccc12,H2O,NA,NA,NA,NA,52000,4.716
CN(CCO)C(=O)c1ccccc1-c1c2ccc(=NCC(F)(F)F)cc-2oc2cc(NCC(F)(F)F)ccc12,MeOH,NA,NA,NA,NA,71000,4.8513
CN(CCO)C1=NC(=C(c2ccccc2)c2ccc(Cl)[nH]2)C=C1,MeCN,NA,NA,NA,NA,4900,3.6902
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)/C=C/c3ccccc3)cc2)cc1,DMSO,430,563,133,0.04,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)/C=C/c3ccccc3Cl)cc2)cc1,DMSO,430,551,121,0.01,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)C(C)(C)C)cc2)cc1,DMSO,429,561,132,0.12,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(C(F)(F)F)ccc(Cl)c3F)cc2)cc1,DMSO,431,563,132,0.11,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)c(F)c(Cl)c(F)c3F)cc2)cc1,DMSO,432,564,132,0.05,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(Br)c3F)cc2)cc1,DMSO,432,568,136,0.09,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3Br)cc2)cc1,DMSO,432,568,136,0.12,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2)cc1,DMSO,432,570,138,0.11,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)cc(F)cc3F)cc2)cc1,DMSO,433,565,132,0.11,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)ccc(Cl)c3F)cc2)cc1,DMSO,433,568,135,0.13,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)ccc(F)c3Cl)cc2)cc1,DMSO,432,564,132,0.12,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)cccc3C(F)(F)F)cc2)cc1,DMSO,431,565,134,0.1,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)cccc3Cl)cc2)cc1,DMSO,431,563,132,0.16,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)cccc3F)cc2)cc1,DMSO,431,565,134,0.14,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)C3C=CCCC3)cc2)cc1,DMSO,428,562,134,0.13,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc1,DMSO,432,559,127,0.02,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(C(F)(F)F)cc(Cl)c3F)cc2)cc1,DMSO,433,563,130,0.04,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(C(F)(F)F)ccc3Cl)cc2)cc1,DMSO,431,564,133,0.12,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(C(F)(F)F)ccc3F)cc2)cc1,DMSO,431,563,132,0.07,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)cc1,DMSO,431,563,132,0.07,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(Cl)ccc3F)cc2)cc1,DMSO,431,563,132,0.11,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)c(Cl)cc3Cl)cc2)cc1,DMSO,431,564,133,0.11,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)c(F)cc3F)cc2)cc1,DMSO,431,562,131,0.11,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)cc(C(F)(F)F)c3)cc2)cc1,DMSO,432,563,131,0.04,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)ccc3C(F)(F)F)cc2)cc1,DMSO,431,563,132,0.15,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)ccc3Cl)cc2)cc1,DMSO,429,565,136,0.13,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(F)ccc3F)cc2)cc1,DMSO,432,564,132,0.13,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cc(I)ccc3F)cc2)cc1,DMSO,431,567,136,0.14,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)C3CC3)cc2)cc1,DMSO,426,557,131,0.17,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,DMSO,433,551,118,0.01,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3Cl)cc2)cc1,DMSO,432,540,108,0.01,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)cc1,DMSO,429,555,126,0.1,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(Br)cc3)cc2)cc1,DMSO,431,564,133,0.12,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(Br)cc3F)cc2)cc1,DMSO,433,561,128,0.11,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)c(F)c3)cc2)cc1,DMSO,431,545,114,0.03,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)cc1,DMSO,431,565,134,0.09,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3F)cc2)cc1,DMSO,431,560,129,0.05,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(-c4cc([N+](=O)[O-])ccc4Cl)o3)cc2)cc1,DMSO,432,544,112,NA,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(-c4cc(Cl)ccc4Cl)o3)cc2)cc1,DMSO,430,567,137,0.07,NA,NA
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3ccc(-c4ccc([N+](=O)[O-])cc4Cl)o3)cc2)cc1,DMSO,429,543,114,0.02,NA,NA
